username,followers,following,post_count,log_followers,log_following,log_post_count,verified,is_fake,description_length,account_age_days,follower_following_ratio,following_followers_ratio,reputation_score,username_length,digits_in_username,digit_ratio_username,consonant_ratio_username,has_url,posts_per_day
PlJwaA,2672.0,576.0,648.0,7.890956716138919,6.3578422665081,6.47543271670409,0,0,82,1334.0,4.630849220103986,0.21548821548821548,0.8224068944290551,6,0,0.0,0.6666655555574075,0,0.4853932584269663
byVzSlc,171.0,155.0,50.0,5.147494476813453,5.049856007249537,3.9318256327243257,0,1,46,3184.0,1.0961538461538463,0.9011627906976745,0.5229357798165137,7,0,0.0,0.9999985714306123,0,0.015698587127158554
zjCVvkglIYnd,458.0,61.0,25.0,6.129050210060545,4.127134385045092,3.258096538021482,0,1,80,2261.0,7.387096774193548,0.1328976034858388,0.8807692307692307,12,0,0.0,0.9166659027784144,0,0.011052166224580018
TTgvOJfCiQDo,776.0,1363.0,624.0,6.655440350367647,7.218176838403408,6.437751649736401,0,0,22,1022.0,0.5689149560117303,1.7541827541827542,0.36261682242990656,12,0,0.0,0.7499993750005208,0,0.6099706744868035
yY42aPf6O,133.0,622.0,17.0,4.897839799950911,6.434546518787453,2.8903717578961645,0,0,52,1723.0,0.21348314606741572,4.641791044776119,0.17592592592592593,9,3,0.3333329629633745,0.44444395061783265,0,0.009860788863109048
ctkUyWJq,148.0,902.0,107.0,5.003946305945459,6.805722553416985,4.68213122712422,0,0,102,2883.0,0.1638981173864895,6.053691275167785,0.14081826831588962,8,0,0.0,0.8749989062513672,0,0.03710124826629681
VpnLFpjRRj,665.0,478.0,214.0,6.501289670540389,6.171700597410915,5.3706380281276624,0,0,50,1946.0,1.3883089770354906,0.7177177177177178,0.5812937062937062,10,0,0.0,0.9999990000010001,0,0.10991268618387262
zU5MFDPzz,1913.0,603.0,428.0,7.5569505720129,6.403574197934815,6.061456918928017,0,0,94,3392.0,3.1672185430463577,0.31504702194357365,0.7600317838696862,9,1,0.11111098765445816,0.7777769135812072,0,0.12614205717653992
z5l_X,2625.0,431.0,466.0,7.873217054862741,6.068425588244111,6.1463292576688975,0,0,80,1322.0,6.076388888888889,0.16412795125666413,0.858684985279686,5,1,0.19999960000080003,0.5999988000024,0,0.35222978080120937
eAhMHe5,547.0,1428.0,236.0,6.306275286948016,7.264730177929867,5.4680601411351315,0,0,23,3600.0,0.3827851644506648,2.605839416058394,0.2768218623481781,7,1,0.14285693877580175,0.4285708163274053,0,0.06553735073590669
sJN_I,87.0,218.0,25.0,4.477336814478207,5.389071729816501,3.258096538021482,0,1,80,3368.0,0.3972602739726027,2.477272727272727,0.28431372549019607,5,0,0.0,0.5999988000024,0,0.0074205995844464235
n8xuCx,1992.0,582.0,645.0,7.597396320212795,6.368187186350492,6.470799503782602,0,0,47,3871.0,3.416809605488851,0.29202207727044655,0.7735922330097087,6,1,0.16666638888935187,0.6666655555574075,0,0.1665805785123967
B46jsSA,2797.0,204.0,664.0,7.936660155225426,5.3230099791384085,6.499787040655854,0,0,74,786.0,13.64390243902439,0.07290922087205147,0.9317121918720853,7,2,0.2857138775516035,0.571427755103207,0,0.843710292249047
npdfzdd,101.0,451.0,49.0,4.624972813284271,6.113682179832232,3.912023005428146,0,1,57,4050.0,0.2234513274336283,4.421568627450981,0.18264014466546113,7,0,0.0,0.9999985714306123,0,0.012095778820044433
MdvnxRmNOC,6.0,185.0,46.0,1.9459101490553132,5.225746673713202,3.8501476017100584,0,1,70,2073.0,0.03225806451612903,26.428571428571427,0.03125,10,0,0.0,0.8999991000009,0,0.022179363548698167
d5XWIl,1674.0,1219.0,77.0,7.423568444259167,7.106606137727303,4.356708826689592,0,0,25,577.0,1.3721311475409836,0.7277611940298507,0.5784381478921907,6,1,0.16666638888935187,0.6666655555574075,0,0.13321799307958476
js0dFDB9,1600.0,848.0,564.0,7.3783837129967145,6.744059186311348,6.336825731146441,0,0,31,2532.0,1.8845700824499412,0.5296689569019363,0.6533278889342589,8,2,0.24999968750039064,0.7499990625011719,0,0.22266087643110935
PaAiLReEVzgW,572.0,598.0,517.0,6.35088571671474,6.395261598115449,6.249975242259483,0,0,57,2711.0,0.9549248747913188,1.043630017452007,0.4884713919726729,12,0,0.0,0.5833328472226273,0,0.19063421828908556
zjA4i5b,2237.0,88.0,551.0,7.71333788887187,4.48863636973214,6.313548046277095,0,0,42,2459.0,25.134831460674157,0.03932082216264522,0.9617368873602752,7,2,0.2857138775516035,0.4285708163274053,0,0.22398373983739836
6O6zb5,55.0,1137.0,15.0,4.02535169073515,7.037027614686276,2.772588722239781,0,0,34,3933.0,0.048330404217926184,20.303571428571427,0.04610226320201174,6,3,0.4999991666680556,0.33333277777870374,0,0.0038129130655821047
uBMmmuLnv,2007.0,925.0,633.0,7.60489448081162,6.8308742346461795,6.452048954437226,0,0,24,821.0,2.1673866090712743,0.46065737051792827,0.6842823048073645,9,0,0.0,0.7777769135812072,0,0.7700729927007299
ggGyHpVcSdkj,2222.0,722.0,745.0,7.706612913964197,6.583409222158765,6.61472560020376,0,0,42,1652.0,3.0733056708160444,0.3247863247863248,0.7544991511035654,12,0,0.0,0.9999991666673611,0,0.45069570477918935
AkBhFywF,382.0,327.0,48.0,5.948034989180646,5.793013608384144,3.8918202981106265,0,1,71,2200.0,1.1646341463414633,0.8537859007832899,0.5380281690140845,8,0,0.0,0.8749989062513672,0,0.021808268968650613
N1YN7J8Z,133.0,105.0,15.0,4.897839799950911,4.663439094112067,2.772588722239781,0,1,65,1692.0,1.2547169811320755,0.7835820895522388,0.5564853556485355,8,3,0.37499953125058594,0.6249992187509766,0,0.008860011813349085
dazqWX0lp,2488.0,1137.0,189.0,7.819636302367592,7.037027614686276,5.247024072160486,0,0,79,3245.0,2.186291739894552,0.45680996384089995,0.6861555432984004,9,1,0.11111098765445816,0.7777769135812072,0,0.05822550831792976
013pPvBA8p,943.0,229.0,166.0,6.8501261661455,5.438079308923196,5.117993812416755,0,0,83,932.0,4.1,0.24258474576271186,0.803921568627451,10,4,0.3999996000004,0.49999950000050003,0,0.17792068595927116
4brcyk,492.0,333.0,14.0,6.20050917404269,5.811140992976701,2.70805020110221,0,1,65,431.0,1.473053892215569,0.6754563894523327,0.5956416464891041,6,1,0.16666638888935187,0.8333319444467593,0,0.032407407407407406
lFmNumUgkv,155.0,488.0,43.0,5.049856007249537,6.192362489474872,3.784189633918261,0,1,79,1223.0,0.3169734151329243,3.128205128205128,0.2406832298136646,10,0,0.0,0.7999992000008,0,0.035130718954248366
U9tbY6M,460.0,347.0,43.0,6.133398042996649,5.8522024797744745,3.784189633918261,0,1,63,3751.0,1.3218390804597702,0.7527114967462039,0.5693069306930693,7,2,0.2857138775516035,0.571427755103207,0,0.011460554371002133
auxEk9muVl9,673.0,239.0,12.0,6.513230110912307,5.480638923341991,2.5649493574615367,0,0,73,2917.0,2.8041666666666667,0.3545994065281899,0.7371303395399781,11,2,0.1818180165290759,0.45454504132268975,0,0.00411240575736806
y4FkeSM,2420.0,618.0,380.0,7.791935956938058,6.428105272684596,5.942799375126701,0,0,49,3147.0,3.9095315024232633,0.2552664188351921,0.7963145771635406,7,1,0.14285693877580175,0.7142846938790088,0,0.1207115628970775
egH7d7H,2284.0,500.0,563.0,7.734121303328305,6.2166061010848646,6.335054251498059,0,0,31,3105.0,4.558882235528942,0.2188183807439825,0.8201077199281868,7,2,0.2857138775516035,0.571427755103207,0,0.18126207340631037
JzzV0_A,19.0,177.0,46.0,2.995732273553991,5.181783550292085,3.8501476017100584,0,1,88,2596.0,0.10674157303370786,8.85,0.09644670050761421,7,1,0.14285693877580175,0.571427755103207,0,0.01771274547554871
mkKjDfjFa,2425.0,804.0,122.0,7.793999089503996,6.690842277418564,4.812184355372417,0,0,89,568.0,3.012422360248447,0.3314097279472383,0.7507739938080495,9,0,0.0,0.8888879012356653,0,0.21441124780316345
XVtSEcESVA,24.0,362.0,10.0,3.2188758248682006,5.8944028342648505,2.3978952727983707,0,0,53,2213.0,0.06611570247933884,14.48,0.06201550387596899,10,0,0.0,0.6999993000007,0,0.004516711833785004
f69i19,435.0,677.0,623.0,6.077642243349034,6.519147287940395,6.436150368369428,0,0,26,1778.0,0.6415929203539823,1.5527522935779816,0.3908355795148248,6,4,0.6666655555574075,0.16666638888935187,0,0.3501967397414278
_f3U0XiW,735.0,548.0,716.0,6.601230118728877,6.3080984415095305,6.57507584059962,0,0,87,984.0,1.3387978142076502,0.7445652173913043,0.572429906542056,8,2,0.24999968750039064,0.37499953125058594,0,0.7269035532994924
SInuqOBxKo,26.0,6.0,37.0,3.295836866004329,1.9459101490553132,3.6375861597263857,0,1,79,959.0,3.7142857142857144,0.2222222222222222,0.7878787878787878,10,0,0.0,0.5999994000006,0,0.03854166666666667
BuPANzjfNUxa,1489.0,220.0,169.0,7.306531398939505,5.3981627015177525,5.135798437050262,0,1,48,1814.0,6.737556561085973,0.1476510067114094,0.8707602339181286,12,0,0.0,0.6666661111115741,0,0.09311294765840221
EgIJv,1130.0,1478.0,423.0,7.030857476116121,7.2991214627108,6.049733455231958,0,0,36,3520.0,0.7640297498309668,1.3068081343943412,0.4331161364507474,5,0,0.0,0.5999988000024,0,0.12013632490769667
jHsYzyGUkEa,2494.0,796.0,726.0,7.822044008185619,6.680854678790215,6.588926477533519,0,0,61,1638.0,3.1292346298619824,0.3190380761523046,0.7578243694925555,11,0,0.0,0.7272720661163036,0,0.4429530201342282
svNnH5,34.0,495.0,43.0,3.5553480614894135,6.206575926724928,3.784189633918261,0,1,37,856.0,0.06854838709677419,14.142857142857142,0.06415094339622641,6,1,0.16666638888935187,0.8333319444467593,0,0.050175029171528586
anvZl8SEuaPL,39.0,141.0,8.0,3.6888794541139363,4.955827057601261,2.1972245773362196,0,1,18,826.0,0.2746478873239437,3.525,0.2154696132596685,12,1,0.08333326388894677,0.5833328472226273,0,0.009673518742442563
kfyBkX,2220.0,813.0,303.0,7.7057128238944275,6.70196036600254,5.717027701406222,0,0,86,1013.0,2.727272727272727,0.3660513282305268,0.7317073170731707,6,0,0.0,0.9999983333361112,0,0.2988165680473373
XYTRLtIh,2649.0,825.0,368.0,7.882314918980268,6.716594773520978,5.910796644040527,0,0,28,2540.0,3.2070217917675543,0.3113207547169811,0.7623021582733813,8,0,0.0,0.8749989062513672,0,0.14482487209759937
jZ5438f_n9e,108.0,1400.0,318.0,4.6913478822291435,7.244941546337007,5.765191102784844,0,0,65,1238.0,0.07708779443254818,12.844036697247706,0.07157057654075547,11,5,0.45454504132268975,0.3636360330581518,0,0.2566585956416465
lVzBSdTmdb1W,2639.0,635.0,252.0,7.878534196140362,6.455198563340122,5.53338948872752,0,0,92,515.0,4.14937106918239,0.24053030303030304,0.8058015267175572,12,1,0.08333326388894677,0.9166659027784144,0,0.4883720930232558
gm8YmpT4,32.0,88.0,41.0,3.4965075614664802,4.48863636973214,3.7376696182833684,0,1,33,555.0,0.3595505617977528,2.6666666666666665,0.2644628099173554,8,2,0.24999968750039064,0.7499990625011719,0,0.0737410071942446
oXQJb,2749.0,94.0,388.0,7.919356190660617,4.553876891600541,5.963579343618446,0,0,57,1166.0,28.936842105263157,0.03418181818181818,0.9665963431786216,5,0,0.0,0.7999984000032001,0,0.3324764353041988
rTxNmv,313.0,30.0,7.0,5.749392985908253,3.4339872044851463,2.0794415416798357,0,1,25,591.0,10.096774193548388,0.09554140127388536,0.9098837209302325,6,0,0.0,0.9999983333361112,0,0.011824324324324325
BAJqE9,366.0,318.0,31.0,5.905361848054571,5.765191102784844,3.4657359027997265,0,1,58,1199.0,1.1473354231974922,0.8664850136239782,0.5343065693430656,6,1,0.16666638888935187,0.4999991666680556,0,0.025833333333333333
XK5BhO8xsP,250.0,55.0,14.0,5.5254529391317835,4.02535169073515,2.70805020110221,0,1,37,1643.0,4.464285714285714,0.21912350597609562,0.8169934640522876,10,2,0.1999998000002,0.6999993000007,0,0.00851581508515815
Eu9KA0E2MPrm,3.0,4.0,12.0,1.3862943611198906,1.6094379124341003,2.5649493574615367,0,1,32,2978.0,0.6,1.0,0.375,12,3,0.24999979166684028,0.4166663194447338,0,0.004028197381671702
uBlocYJ,909.0,192.0,294.0,6.813444599510896,5.262690188904886,5.68697535633982,0,0,111,1511.0,4.709844559585492,0.210989010989011,0.8248638838475499,7,0,0.0,0.7142846938790088,0,0.19444444444444445
7Mikqb3nG8h,282.0,408.0,139.0,5.645446897643238,6.013715156042802,4.941642422609304,0,0,63,3752.0,0.6894865525672371,1.441696113074205,0.4081041968162084,11,3,0.2727270247936138,0.6363630578517656,0,0.037037037037037035
L0yfYUMcPKlT,2559.0,1364.0,766.0,7.847762537473608,7.21890970761906,6.642486801367256,0,0,77,3381.0,1.8747252747252747,0.5328125,0.6521406727828746,12,1,0.08333326388894677,0.8333326388894676,0,0.22649319929036074
BHie6Qs,2407.0,756.0,269.0,7.786551806428712,6.6293632534374485,5.598421958998375,0,0,20,2462.0,3.179656538969617,0.313953488372093,0.7607458912768648,7,1,0.14285693877580175,0.571427755103207,0,0.10921640276086074
R5SDrZNe5Xf,124.0,473.0,26.0,4.8283137373023015,6.161207321695077,3.295836866004329,0,1,83,3736.0,0.2616033755274262,3.784,0.20735785953177258,11,2,0.1818180165290759,0.7272720661163036,0,0.006957452502006957
5Ld1ITK3f64,338.0,117.0,38.0,5.82600010738045,4.770684624465665,3.6635616461296463,0,1,73,639.0,2.864406779661017,0.34513274336283184,0.7412280701754386,11,5,0.45454504132268975,0.45454504132268975,0,0.059375
c3VCDn4Tx4Sh,69.0,730.0,737.0,4.248495242049359,6.594413459749778,6.6039438246004725,0,0,47,3497.0,0.09439124487004104,10.428571428571429,0.08625,12,3,0.24999979166684028,0.7499993750005208,0,0.21069182389937108
MFgpM3,2409.0,461.0,751.0,7.787382026484701,6.135564891081739,6.62273632394984,0,0,26,3295.0,5.214285714285714,0.1912863070539419,0.8390804597701149,6,1,0.16666638888935187,0.8333319444467593,0,0.2278519417475728
idJWkqtgJy,1397.0,708.0,417.0,7.242797922793756,6.5638555265321274,6.035481432524756,0,0,53,2995.0,1.9703808180535967,0.5064377682403434,0.6633428300094967,10,0,0.0,0.8999991000009,0,0.13918558077436582
uRndCxyPaogc,262.0,241.0,100.0,5.572154032177765,5.488937726156687,4.61512051684126,0,1,34,1599.0,1.0826446280991735,0.9163498098859315,0.5198412698412699,12,0,0.0,0.7499993750005208,0,0.0625
S7ZD9w1,2884.0,856.0,252.0,7.9672801789422,6.75343791859778,5.53338948872752,0,0,64,2508.0,3.365227537922987,0.2967071057192374,0.7709168671478215,7,3,0.4285708163274053,0.571427755103207,0,0.100438421681945
HEsPXDNzpyKY,1359.0,1055.0,94.0,7.215239978730097,6.962243464266207,4.553876891600541,0,0,31,3772.0,1.2869318181818181,0.7757352941176471,0.5627329192546584,12,0,0.0,0.9166659027784144,0,0.024913861648555528
IqaUu,193.0,462.0,8.0,5.267858159063328,6.137727054086234,2.1972245773362196,0,1,63,3733.0,0.4168466522678186,2.381443298969072,0.2942073170731707,5,0,0.0,0.19999960000080003,0,0.0021424745581146223
adZlIgNhABx,1773.0,746.0,671.0,7.480992162869525,6.616065185132817,6.51025834052315,0,0,118,2320.0,2.3734939759036147,0.4205186020293123,0.7035714285714286,11,0,0.0,0.7272720661163036,0,0.2890995260663507
5bK9o1R49,555.0,1006.0,620.0,6.320768294250582,6.914730892718563,6.431331081933479,0,0,71,3713.0,0.551142005958292,1.8093525179856116,0.3553137003841229,9,5,0.5555549382722909,0.3333329629633745,0,0.16693591814754982
uKa9Q6,2520.0,1244.0,390.0,7.83241092718792,7.126890808898808,5.968707559985366,0,0,60,2470.0,2.0240963855421685,0.4934549781832606,0.6693227091633466,6,2,0.33333277777870374,0.33333277777870374,0,0.15783083771752326
N4Pndllf,1224.0,852.0,369.0,7.110696122978827,6.748759547491679,5.91350300563827,0,0,20,3101.0,1.4349355216881594,0.6955102040816327,0.5893115069812229,8,1,0.12499984375019532,0.8749989062513672,0,0.11895551257253385
NfyKaH9y,138.0,375.0,15.0,4.9344739331306915,5.929589143389895,2.772588722239781,0,0,80,2066.0,0.3670212765957447,2.697841726618705,0.26848249027237353,8,1,0.12499984375019532,0.7499990625011719,0,0.00725689404934688
pLH85,957.0,751.0,610.0,6.86484777797086,6.62273632394984,6.415096959171596,0,0,87,1810.0,1.2726063829787233,0.7839248434237995,0.5599765944997074,5,2,0.39999920000160005,0.5999988000024,0,0.3368304803975704
4M0ww,180.0,247.0,20.0,5.198497031265826,5.5134287461649825,3.044522437723423,0,1,57,2852.0,0.7258064516129032,1.3646408839779005,0.4205607476635514,5,2,0.39999920000160005,0.5999988000024,0,0.0070101647388713636
NgAqP0bg,249.0,79.0,42.0,5.521460917862246,4.382026634673881,3.7612001156935624,0,1,44,3605.0,3.1125,0.316,0.756838905775076,8,1,0.12499984375019532,0.7499990625011719,0,0.011647254575707155
g32XhHWT,1272.0,300.0,555.0,7.149131598557407,5.707110264748875,6.320768294250582,0,0,63,3630.0,4.225913621262459,0.2356637863315004,0.8086458995549904,8,2,0.24999968750039064,0.7499990625011719,0,0.1528504544202699
c8GIZGOa,1095.0,290.0,217.0,6.999422467507961,5.673323267171493,5.384495062789089,0,1,50,626.0,3.7628865979381443,0.2645985401459854,0.79004329004329,8,1,0.12499984375019532,0.4999993750007813,0,0.34609250398724084
ZXcNDTGP,2845.0,575.0,344.0,7.953669778649798,6.3561076606958915,5.84354441703136,0,0,61,1920.0,4.939236111111111,0.20203794799718905,0.8316281788950599,8,0,0.0,0.9999987500015626,0,0.1790733992712129
3w9UoL9oCqJ,1845.0,198.0,528.0,7.520776415062797,5.293304824724492,6.270988431858299,0,0,123,3450.0,9.271356783919598,0.10725893824485373,0.9026418786692759,11,3,0.2727270247936138,0.45454504132268975,0,0.15299913068675747
FZUnPZgBjb,1074.0,493.0,265.0,6.980075940561763,6.202535517187923,5.583496308781699,0,0,57,3128.0,2.174089068825911,0.4586046511627907,0.6849489795918368,10,0,0.0,0.8999991000009,0,0.08469159475870885
2Yk29TLAD,1304.0,1362.0,541.0,7.173958319756794,7.217443431696533,6.295266001439646,0,0,31,3195.0,0.9567131327953045,1.0436781609195402,0.48893888263967006,9,3,0.3333329629633745,0.5555549382722909,0,0.1692740926157697
fjrrh3ei1Tmo,820.0,1058.0,331.0,6.710523109452428,6.9650803456014065,5.805134968916488,0,0,81,2773.0,0.7743153918791312,1.2886723507917175,0.43640234167110165,12,2,0.16666652777789354,0.5833328472226273,0,0.11932227829848593
jb19h,231.0,289.0,5.0,5.44673737166631,5.66988092298052,1.791759469228055,0,1,23,3302.0,0.7965517241379311,1.2456896551724137,0.44337811900191937,5,2,0.39999920000160005,0.5999988000024,0,0.0015137753557372085
B7UVI,422.0,441.0,8.0,6.0473721790462776,6.091309882077698,2.1972245773362196,0,1,65,1565.0,0.9547511312217195,1.0425531914893618,0.48842592592592593,5,1,0.19999960000080003,0.39999920000160005,0,0.005108556832694764
XQKQG0cGbJpp,487.0,413.0,20.0,6.1903154058531475,6.025865973825314,3.044522437723423,0,1,114,1239.0,1.1763285024154588,0.8463114754098361,0.5405105438401776,12,1,0.08333326388894677,0.9166659027784144,0,0.016129032258064516
lNhRyomW,2844.0,1098.0,140.0,7.953318346560431,7.002155954403621,4.948759890378168,0,0,21,2609.0,2.5878070973612375,0.3859402460456942,0.7212782145574436,8,0,0.0,0.8749989062513672,0,0.05363984674329502
RDISYhCZ,961.0,1479.0,260.0,6.8690144506657065,7.299797366758161,5.564520407322694,0,0,68,1862.0,0.6493243243243243,1.5374220374220373,0.3936911102007374,8,0,0.0,0.8749989062513672,0,0.13955984970477725
DOoQTR,256.0,34.0,25.0,5.54907608489522,3.5553480614894135,3.258096538021482,0,1,22,680.0,7.314285714285714,0.13229571984435798,0.8797250859106529,6,0,0.0,0.6666655555574075,0,0.03671071953010279
G6_Y3S,2862.0,331.0,625.0,7.959625305098115,5.805134968916488,6.439350371100098,0,0,60,2943.0,8.620481927710843,0.11561299336360462,0.8960551033187226,6,2,0.33333277777870374,0.4999991666680556,0,0.21229619565217392
NxNJLZvC,23.0,353.0,18.0,3.1780538303479458,5.869296913133774,2.9444389791664403,0,1,115,2486.0,0.06497175141242938,14.708333333333334,0.0610079575596817,8,0,0.0,0.9999987500015626,0,0.007237635705669481
CG0IQ5pS,757.0,318.0,299.0,6.630683385642372,5.765191102784844,5.703782474656201,0,1,42,3858.0,2.373040752351097,0.41952506596306066,0.7035315985130112,8,2,0.24999968750039064,0.6249992187509766,0,0.07748121274941695
5xqYHTPWW,2433.0,283.0,39.0,7.797291273547472,5.648974238161206,3.6888794541139363,0,0,37,2472.0,8.566901408450704,0.1162695152013147,0.895472948104527,9,1,0.11111098765445816,0.8888879012356653,0,0.015770319450060657
l4OPAWc,306.0,95.0,36.0,5.726847747587197,4.564348191467836,3.6109179126442243,0,1,26,2477.0,3.1875,0.30944625407166126,0.7611940298507462,7,1,0.14285693877580175,0.571427755103207,0,0.014527845036319613
OiOdSGnO,1508.0,662.0,703.0,7.319202458767849,6.4967749901858625,6.556778356158042,0,0,104,1955.0,2.2745098039215685,0.43870112657389,0.6946107784431138,8,0,0.0,0.4999993750007813,0,0.35940695296523517
QnIOy9,90.0,26.0,50.0,4.51085950651685,3.295836866004329,3.9318256327243257,0,1,66,2836.0,3.3333333333333335,0.2857142857142857,0.7692307692307693,6,1,0.16666638888935187,0.4999991666680556,0,0.017624250969333802
8owPvr,2931.0,431.0,208.0,7.983440063006542,6.068425588244111,5.342334251964811,0,0,40,1780.0,6.784722222222222,0.1469986357435198,0.8715432649420161,6,1,0.16666638888935187,0.6666655555574075,0,0.11678832116788321
8yEFuU,351.0,447.0,0.0,5.863631175598097,6.104793232414985,0.0,0,1,31,761.0,0.7834821428571429,1.2698863636363635,0.43929912390488113,6,1,0.16666638888935187,0.33333277777870374,0,0.0
hiIcg,2735.0,864.0,95.0,7.914252278742441,6.762729506931879,4.564348191467836,0,0,36,3676.0,3.161849710982659,0.3157894736842105,0.7597222222222222,5,0,0.0,0.5999988000024,0,0.025836279575741094
vIBIEhkE,1936.0,470.0,484.0,7.5688956634069955,6.154858094016418,6.184148890937483,0,0,75,3878.0,4.110403397027601,0.24264326277749096,0.8043207312006647,8,0,0.0,0.4999993750007813,0,0.12477442639855633
jhqkCgYb,438.0,372.0,76.0,6.0844994130751715,5.921578419643816,4.343805421853684,0,1,38,3110.0,1.1742627345844503,0.8473804100227791,0.5400739827373613,8,0,0.0,0.9999987500015626,0,0.024429443908711025
s5k2qc,2599.0,1223.0,316.0,7.8632667240095735,7.1098794630722715,5.75890177387728,0,0,24,3663.0,2.1233660130718954,0.4703846153846154,0.6798325922050745,6,2,0.33333277777870374,0.6666655555574075,0,0.08624454148471616
SLwYq,958.0,1344.0,366.0,6.8658910748834385,7.20414929203594,5.905361848054571,0,0,29,1840.0,0.7122676579925651,1.4014598540145986,0.41597915762049503,5,0,0.0,0.9999980000040001,0,0.19880499728408474
a3j_n,73.0,445.0,2.0,4.30406509320417,6.100318952020064,1.0986122886681098,0,1,63,3161.0,0.16367713004484305,6.013513513513513,0.14065510597302505,5,1,0.19999960000080003,0.39999920000160005,0,0.0006325110689437065
lVsARFo,2857.0,311.0,198.0,7.957877358489813,5.7430031878094825,5.293304824724492,0,0,147,3767.0,9.157051282051283,0.10881735479356193,0.9015462290943516,7,0,0.0,0.7142846938790088,0,0.052547770700636945
yyrN2hUXorK,362.0,109.0,28.0,5.8944028342648505,4.700480365792417,3.367295829986474,0,1,50,3363.0,3.290909090909091,0.3002754820936639,0.7669491525423728,11,1,0.09090900826453795,0.7272720661163036,0,0.008323424494649227
767lUGt,1898.0,245.0,110.0,7.549082710812286,5.5053315359323625,4.709530201312334,0,0,25,3561.0,7.715447154471545,0.129015271195366,0.8852611940298507,7,3,0.4285708163274053,0.4285708163274053,0,0.030881527231892195
0CRWOF6yw,2614.0,1215.0,181.0,7.869019376499023,7.103322062526113,5.204006687076795,0,0,34,2795.0,2.1496710526315788,0.4646271510516252,0.6825065274151436,9,2,0.22222197530891633,0.666665925926749,0,0.06473533619456366
dUOi2gtx,2534.0,482.0,149.0,7.837948916025283,6.180016653652572,5.0106352940962555,0,0,30,1583.0,5.246376811594203,0.19013806706114397,0.839907192575406,8,1,0.12499984375019532,0.4999993750007813,0,0.09406565656565656
7q8rBOFo21,35.0,301.0,16.0,3.58351893845611,5.71042701737487,2.833213344056216,0,0,65,2263.0,0.11589403973509933,8.36111111111111,0.10385756676557864,10,4,0.3999996000004,0.3999996000004,0,0.007067137809187279
wReUr5Q,211.0,74.0,9.0,5.356586274672012,4.31748811353631,2.302585092994046,0,1,53,3961.0,2.8133333333333335,0.3490566037735849,0.7377622377622378,7,1,0.14285693877580175,0.571427755103207,0,0.002271580010095911
6xXtSBxqYG,578.0,101.0,22.0,6.361302477572996,4.624972813284271,3.1354942159291497,0,0,26,4037.0,5.666666666666667,0.17443868739205526,0.85,10,1,0.0999999000001,0.8999991000009,0,0.005448241703813769
54I9Epf0GS,813.0,772.0,761.0,6.70196036600254,6.650279048587422,6.635946555686647,0,0,72,1373.0,1.0517464424320828,0.9484029484029484,0.512610340479193,10,4,0.3999996000004,0.3999996000004,0,0.5538573508005823
xXuuZqGOa,97.0,464.0,18.0,4.584967478670572,6.142037405587356,2.9444389791664403,0,1,85,900.0,0.2086021505376344,4.73469387755102,0.17259786476868327,9,0,0.0,0.5555549382722909,0,0.01997780244173141
W3TBI,257.0,311.0,26.0,5.552959584921617,5.7430031878094825,3.295836866004329,0,1,83,1152.0,0.8237179487179487,1.2054263565891472,0.45166959578207383,5,1,0.19999960000080003,0.5999988000024,0,0.022549869904596703
zQWSupOvLHR,109.0,295.0,45.0,4.700480365792417,5.69035945432406,3.828641396489095,0,1,38,3703.0,0.36824324324324326,2.6818181818181817,0.2691358024691358,11,0,0.0,0.8181810743808415,0,0.01214902807775378
0oFxLE8AMQ,473.0,446.0,21.0,6.161207321695077,6.102558594613569,3.091042453358316,0,1,32,3485.0,1.058165548098434,0.9409282700421941,0.5141304347826087,10,2,0.1999998000002,0.49999950000050003,0,0.006024096385542169
lSANjpf1cN,281.0,190.0,2.0,5.641907070938114,5.25227342804663,1.0986122886681098,0,1,59,485.0,1.4712041884816753,0.6737588652482269,0.5953389830508474,10,1,0.0999999000001,0.7999992000008,0,0.00411522633744856
sySyP,65.0,19.0,30.0,4.189654742026425,2.995732273553991,3.4339872044851463,0,1,26,3482.0,3.25,0.2878787878787879,0.7647058823529411,5,0,0.0,0.9999980000040001,0,0.008613264427217916
QD81dZRQwz,2895.0,473.0,248.0,7.971085753505607,6.161207321695077,5.517452896464707,0,0,91,2853.0,6.1075949367088604,0.16332872928176795,0.8593054318788959,10,2,0.1999998000002,0.7999992000008,0,0.08689558514365803
LygGS_QPqIY,437.0,353.0,1.0,6.082218910376446,5.869296913133774,0.6931471805599453,0,1,82,3180.0,1.234463276836158,0.8059360730593608,0.5524652338811631,11,0,0.0,0.8181810743808415,0,0.00031436655139893113
1b6dTiK,235.0,272.0,27.0,5.4638318050256105,5.60947179518496,3.332204510175204,0,1,27,3506.0,0.8608058608058609,1.152542372881356,0.4625984251968504,7,2,0.2857138775516035,0.571427755103207,0,0.007698887938408896
8KvagXCZsZ,406.0,300.0,43.0,6.008813185442595,5.707110264748875,3.784189633918261,0,1,65,1750.0,1.3488372093023255,0.7371007371007371,0.5742574257425742,10,1,0.0999999000001,0.7999992000008,0,0.024557395773843516
9N2TFmxk,82.0,398.0,7.0,4.418840607796598,5.988961416889864,2.0794415416798357,0,1,31,2936.0,0.20551378446115287,4.795180722891566,0.1704781704781705,8,2,0.24999968750039064,0.7499990625011719,0,0.002383384405856316
