followers,following,post_count,has_profile_pic,bio_length,is_fake,follower_following_ratio
20639,957,205,0,3,0,21.54384133611691
25,6495,2,0,1,1,0.003848522167487685
4,472,0,0,3,1,0.008456659619450317
7,734,3,1,1,1,0.009523809523809525
10962,1661,2171,0,3,0,6.595667870036101
0,4344,2,1,1,1,0.0
8,4045,0,1,1,1,0.001977261492832427
18402,1490,351,0,3,0,12.3420523138833
15,4174,2,0,1,1,0.003592814371257485
9615,180,996,1,3,0,53.12154696132597
149842,858,343,0,1,1,174.43771827706635
39,5597,0,0,1,1,0.006966773847802787
48,2799,1,1,1,1,0.017142857142857144
11717,1319,420,1,1,0,8.876515151515152
46765,67,70,0,1,1,687.7205882352941
6157,2084,419,0,3,0,2.952997601918465
3,763,0,0,3,1,0.003926701570680628
4748,2240,828,1,3,0,2.118697010263275
21427,1412,1203,1,3,0,15.16418966737438
20174,1304,765,0,3,0,15.459003831417624
104310,790,225,1,3,1,131.87104930467763
4239,1798,688,0,3,0,2.3563090605892163
6466,220,1843,1,3,0,29.257918552036198
95897,1042,71,0,1,1,91.94343240651965
2,474,2,0,3,1,0.004210526315789474
47,1164,0,1,1,1,0.04034334763948498
48308,457,558,0,3,1,105.47598253275109
2302,147,24,1,3,0,15.554054054054054
20679,1916,1547,1,3,0,10.78716744913928
4,159,4,1,3,1,0.025
7,307,1,1,3,1,0.022727272727272728
162871,19,393,1,3,1,8143.55
31,2634,1,1,1,1,0.011764705882352941
6,572,3,0,1,1,0.010471204188481676
39954,568,204,1,3,1,70.21792618629173
4,149,3,0,1,1,0.02666666666666667
5,449,4,1,3,1,0.011111111111111112
2,104,0,1,3,1,0.01904761904761905
6713,1810,1642,1,3,0,3.706791827719492
2,111,2,1,1,1,0.017857142857142856
18523,1774,2634,0,3,0,10.43549295774648
6,129,1,1,1,1,0.046153846153846156
6,601,0,0,3,1,0.009966777408637873
1,472,4,1,1,1,0.0021141649048625794
27,3919,2,0,1,1,0.0068877551020408165
161919,835,668,1,1,1,193.68301435406698
45,5359,2,0,1,1,0.008395522388059701
102845,509,248,0,1,1,201.65686274509804
2,273,0,0,3,1,0.0072992700729927005
98843,629,733,0,1,1,156.8936507936508
2030,1934,1257,0,1,0,1.049095607235142
7,353,2,1,1,1,0.01977401129943503
0,1192,2,0,1,1,0.0
21911,1780,1049,0,3,0,12.302638966872543
130969,672,239,1,1,1,194.60475482912332
81704,102,44,1,3,1,793.242718446602
2649,259,2586,0,3,0,10.188461538461539
0,759,2,0,1,1,0.0
16425,536,2181,0,3,0,30.58659217877095
68869,629,595,0,3,1,109.31587301587301
3141,338,1948,0,1,0,9.265486725663717
8796,2241,2303,0,3,0,3.9232827832292596
143215,341,444,0,1,1,418.7573099415205
140585,131,693,1,1,1,1065.0378787878788
27,3016,2,0,1,1,0.008949287371561154
3,64,1,0,1,1,0.046153846153846156
12,4149,1,0,1,1,0.002891566265060241
6,20,4,0,1,1,0.2857142857142857
2,158,0,1,1,1,0.012578616352201259
5,610,2,0,1,1,0.008183306055646482
0,787,0,0,1,1,0.0
113942,670,224,1,1,1,169.80923994038747
3489,1125,562,0,3,0,3.0985790408525755
44,5714,1,0,1,1,0.007699037620297462
14476,1566,1724,1,3,0,9.238034460753031
415,1048,864,1,3,0,0.3956148713060057
2480,2061,2270,0,3,0,1.2027158098933075
3,5,1,1,1,1,0.5
6,44,4,0,3,1,0.13333333333333333
43588,105,244,1,3,1,411.20754716981133
6,166,4,1,3,1,0.03592814371257485
31369,879,111,0,3,1,35.64659090909091
7,211,0,1,3,1,0.0330188679245283
21194,1294,180,0,3,0,16.366023166023165
38439,708,438,1,3,1,54.21579689703808
8629,1794,708,1,3,0,4.807242339832869
0,441,1,0,3,1,0.0
7815,407,1569,1,3,0,19.154411764705884
28,987,0,0,1,1,0.02834008097165992
0,553,0,1,1,1,0.0
9574,1993,2437,0,3,0,4.801404212637914
62650,240,41,0,1,1,259.9585062240664
12693,1030,555,1,3,0,12.311348205625606
60820,2,415,1,3,1,20273.333333333332
6369,984,648,1,3,1,6.465989847715736
2637,675,2168,1,3,0,3.9008875739644973
47,4212,1,1,1,1,0.011155945881794445
21041,1574,2625,0,3,0,13.35936507936508
46,662,1,0,1,1,0.0693815987933635
1,723,1,1,1,1,0.0013812154696132596
6,604,3,1,1,1,0.009917355371900827
0,741,0,0,3,1,0.0
32,768,1,0,1,1,0.04161248374512354
137956,977,653,0,3,1,141.05930470347647
19,6418,1,0,1,1,0.002959962610998598
10174,543,96,0,3,0,18.702205882352942
3,5894,0,1,1,1,0.0005089058524173028
14,3970,2,1,1,1,0.0035255603122639136
4,404,3,0,3,1,0.009876543209876543
37,661,2,1,1,1,0.055891238670694864
13005,700,723,1,1,1,18.55206847360913
3,751,1,1,3,1,0.003989361702127659
103861,952,499,1,3,1,108.98321091290661
20597,2137,1296,1,3,0,9.63376987839102
151933,1059,492,0,1,1,143.33301886792452
116698,930,264,1,3,1,125.34693877551021
42,362,1,1,1,1,0.11570247933884298
26,5463,2,0,1,1,0.004758418740849195
6,732,1,1,3,1,0.008185538881309686
133465,197,650,1,1,1,674.0656565656566
35,590,0,0,1,1,0.05922165820642978
7,3106,2,0,1,1,0.002252977148374638
0,351,0,1,1,1,0.0
8920,910,1335,0,3,0,9.791437980241493
2,207,2,0,3,1,0.009615384615384616
25,6391,1,0,1,1,0.003911138923654568
29,3165,0,1,1,1,0.00915982312065698
7,292,3,1,3,1,0.023890784982935155
23,6157,0,0,1,1,0.003734978889249756
21342,1359,208,1,3,0,15.69264705882353
18374,46,2012,1,3,0,390.93617021276594
29,3041,0,0,1,1,0.00953320184089415
42,2785,2,1,1,1,0.01507537688442211
7,129,1,1,1,1,0.05384615384615385
21435,1483,2545,0,3,0,14.444070080862534
12638,2188,919,1,3,0,5.77341251713111
128227,494,422,0,1,1,259.0444444444444
72176,861,694,1,3,1,83.7308584686775
7,90,2,0,3,1,0.07692307692307693
62683,690,580,0,3,1,90.71345875542691
3,399,3,0,1,1,0.0075
20184,247,404,0,3,0,81.38709677419355
17,1397,0,0,1,1,0.012160228898426323
9,6380,0,0,1,1,0.0014104372355430183
38,1276,0,0,1,1,0.02975724353954581
20118,1946,2120,1,3,0,10.332819722650232
7,166,3,1,3,1,0.041916167664670656
7517,1355,435,0,3,0,5.543510324483776
129386,500,57,1,1,1,258.25548902195607
4,6537,0,1,1,1,0.000611807892321811
3,245,2,0,3,1,0.012195121951219513
75107,492,470,0,1,1,152.34685598377283
7494,656,2316,0,3,0,11.406392694063927
0,274,4,0,1,1,0.0
2660,1653,2455,1,3,0,1.6082224909310763
6,178,1,1,3,1,0.0335195530726257
11653,1771,619,0,3,0,6.576185101580135
151025,901,273,1,1,1,167.43348115299335
5,68,4,0,1,1,0.07246376811594203
99995,635,591,0,3,1,157.2248427672956
52172,306,41,0,1,1,169.94136807817588
3,5590,0,0,1,1,0.0005365766410302271
17,3444,0,0,1,1,0.0049346879535558785
17919,533,169,0,3,0,33.556179775280896
106297,561,404,0,1,1,189.1405693950178
4,309,3,0,3,1,0.012903225806451613
20006,2166,1395,0,3,0,9.232118135671435
17,860,2,0,1,1,0.019744483159117306
4,327,0,1,3,1,0.012195121951219513
111071,514,444,1,3,1,215.67184466019418
72995,230,400,0,3,1,315.995670995671
18,3975,1,1,1,1,0.004527162977867203
2,351,1,1,3,1,0.005681818181818182
4,140,1,1,1,1,0.028368794326241134
1,734,3,0,1,1,0.0013605442176870747
7737,172,704,1,3,1,44.72254335260116
2,527,0,0,1,1,0.003787878787878788
9,6085,1,0,1,1,0.0014788038120276043
91011,450,316,0,3,1,201.79822616407984
39,4516,2,0,1,1,0.008634049147664379
45,6582,2,1,1,1,0.006835789153881209
36810,502,383,0,1,1,73.18091451292247
2,214,4,1,1,1,0.009302325581395349
20369,947,1460,1,1,0,21.486286919831223
43,4878,0,0,1,1,0.008813281410125025
4,336,1,1,1,1,0.011869436201780416
6142,1104,1104,0,3,0,5.558371040723982
18,3716,0,0,1,1,0.004842615012106538
89112,26,595,0,1,1,3300.4444444444443
142944,675,168,0,3,1,211.45562130177515
860,518,1598,0,3,0,1.6570327552986512
19986,97,1996,1,1,0,203.9387755102041
7,38,1,0,1,1,0.1794871794871795
40,3754,0,1,1,1,0.010652463382157125
8425,1608,486,1,1,0,5.236171535114979
10923,784,2121,1,1,0,13.914649681528662
8821,893,1817,1,3,0,9.8668903803132
7,394,2,0,1,1,0.017721518987341773
111065,266,738,1,3,1,415.9737827715356
1,730,2,1,3,1,0.0013679890560875513
34794,680,426,0,1,1,51.09251101321586
40,1129,2,0,1,1,0.035398230088495575
1,35,3,1,1,1,0.027777777777777776
57398,856,627,1,3,1,66.975495915986
102592,728,618,1,1,1,140.72976680384087
1647,1982,1183,1,3,0,0.8305597579425114
15,1742,2,0,1,1,0.008605851979345954
19149,1369,2285,1,1,0,13.977372262773722
0,751,4,0,3,1,0.0
2405,424,2055,0,1,0,5.658823529411765
152110,1007,90,1,1,1,150.90277777777777
3,338,0,1,1,1,0.008849557522123894
16709,522,286,1,3,0,31.948374760994263
14590,1817,15,1,3,0,8.025302530253025
8807,1420,1843,1,1,0,6.197748064743139
122058,581,638,1,3,1,209.72164948453607
9851,1915,654,1,3,0,5.141440501043841
7,480,2,0,3,1,0.014553014553014554
16300,709,397,0,1,1,22.95774647887324
5224,1973,1768,0,3,0,2.646403242147923
32,6130,2,0,1,1,0.0052193769368781605
23201,817,96,1,3,1,28.36308068459658
12165,1236,778,0,1,0,9.834276475343573
276,1445,2003,1,1,0,0.1908713692946058
11,4958,1,1,1,1,0.0022181891510385156
19720,2094,451,1,3,0,9.41288782816229
4,443,4,0,3,1,0.009009009009009009
159093,174,331,1,1,1,909.1028571428571
5,469,2,0,1,1,0.010638297872340425
21256,700,519,0,1,1,30.322396576319544
19315,1614,624,0,3,0,11.959752321981425
106269,300,19,0,3,1,353.0531561461794
490,1747,2054,0,1,0,0.2803203661327231
16804,1172,2484,1,1,0,14.325660699062233
7,730,0,0,1,1,0.009575923392612859
16,5751,2,0,1,1,0.0027816411682892906
6,281,1,1,1,1,0.02127659574468085
121258,33,196,0,1,1,3566.4117647058824
5,319,2,1,3,1,0.015625
57004,476,664,1,1,1,119.50524109014675
45448,1056,565,1,1,1,42.99716177861873
68579,356,414,1,3,1,192.09803921568627
4,145,0,1,1,1,0.0273972602739726
3,3942,2,1,1,1,0.000760841998478316
2,2347,0,0,1,1,0.0008517887563884157
3561,758,308,0,1,0,4.691699604743083
138186,1048,232,0,1,1,131.73117254528123
43237,105,265,0,3,1,407.89622641509436
17,4538,1,1,1,1,0.003745318352059925
49735,721,230,0,3,1,68.88504155124653
7,575,3,1,3,1,0.012152777777777778
5446,1656,760,1,3,0,3.2866626433313217
2,131,3,1,3,1,0.015151515151515152
4,756,1,0,1,1,0.005284015852047556
18109,387,70,1,1,0,46.672680412371136
3,3843,0,0,1,1,0.0007804370447450572
21,5827,1,0,1,1,0.0036032944406314345
40,5549,1,1,1,1,0.007207207207207207
6,34,2,1,1,1,0.17142857142857143
0,136,3,1,3,1,0.0
132978,535,586,0,3,1,248.09328358208955
74583,251,119,1,1,1,295.9642857142857
20861,225,25,1,3,0,92.30530973451327
1,471,4,1,1,1,0.00211864406779661
21016,564,226,0,1,1,37.19646017699115
12755,1833,2364,0,3,0,6.95474372955289
31,3283,1,1,1,1,0.009439707673568819
19042,52,1842,0,3,0,359.2830188679245
9849,997,694,0,3,0,9.8687374749499
52389,785,260,0,3,1,66.6526717557252
39691,65,558,0,3,1,601.3787878787879
12127,1805,901,1,1,0,6.71483942414175
20647,241,1826,0,3,0,85.31818181818181
3898,310,223,1,1,1,12.533762057877814
9,3109,2,0,1,1,0.0028938906752411574
5,5,3,1,1,1,0.8333333333333334
63882,912,626,1,3,1,69.96933187294633
158936,553,321,1,3,1,286.88808664259926
18348,109,507,1,3,0,166.8
5,24,2,1,3,1,0.2
1,289,4,1,3,1,0.0034482758620689655
8840,2266,984,1,3,0,3.8994265549183944
29,2580,1,1,1,1,0.011235955056179775
51459,225,125,0,3,1,227.6946902654867
66545,1019,549,1,1,1,65.24019607843137
140375,253,475,0,1,1,552.6574803149606
29,5908,1,0,1,1,0.004907767811812489
15540,1533,861,0,3,0,10.130378096479792
28,711,2,0,1,1,0.03932584269662921
6369,731,1968,0,1,0,8.700819672131148
4,6500,2,0,1,1,0.0006152899553914783
66239,923,682,0,3,1,71.68722943722943
2480,1272,1461,1,3,0,1.94815396700707
112843,779,429,0,1,1,144.6705128205128
15746,450,1474,1,3,0,34.91352549889135
108838,875,384,1,3,1,124.24429223744292
7,147,2,0,1,1,0.0472972972972973
4,196,1,0,3,1,0.02030456852791878
77972,736,325,0,1,1,105.79647218453188
2,612,1,0,1,1,0.0032626427406199023
123171,689,618,0,1,1,178.5086956521739
11,6073,2,0,1,1,0.0018109976950938427
0,210,2,1,3,1,0.0
19722,2027,128,0,3,0,9.724852071005918
6,112,0,1,1,1,0.05309734513274336
43,5401,1,0,1,1,0.007960014809329877
7,640,1,0,3,1,0.0109204368174727
46,4109,2,0,1,1,0.01119221411192214
26,1183,1,0,1,1,0.02195945945945946
0,26,0,0,3,1,0.0
8100,2191,343,1,3,0,3.6952554744525545
4,654,3,0,3,1,0.0061068702290076335
46650,531,471,0,3,1,87.68796992481202
23,3052,0,0,1,1,0.0075335735342286275
0,416,2,1,3,1,0.0
6714,1346,742,0,3,0,4.984409799554566
6,398,3,1,1,1,0.015037593984962405
5,348,1,0,1,1,0.014326647564469915
91141,169,99,0,1,1,536.1235294117647
12577,893,1053,1,1,0,14.068232662192393
20342,2135,2440,1,3,0,9.523408239700375
32,4747,0,0,1,1,0.006739679865206402
70219,1045,46,0,1,1,67.13097514340345
46,798,1,1,1,1,0.057571964956195244
2,305,1,0,3,1,0.006535947712418301
36,5485,1,1,1,1,0.006562158220925993
6,286,3,1,3,1,0.020905923344947737
11276,815,1110,1,1,0,13.818627450980392
7345,1162,2600,0,3,0,6.315563198624248
75107,50,716,1,1,1,1472.686274509804
83864,805,126,0,1,1,104.04962779156328
47,770,2,1,1,1,0.0609597924773022
105378,149,202,0,3,1,702.52
38,524,2,0,1,1,0.07238095238095238
4,637,1,0,1,1,0.006269592476489028
10414,296,1517,0,3,0,35.063973063973066
3,330,4,0,1,1,0.00906344410876133
6,11,1,1,3,1,0.5
15806,2073,2467,0,3,0,7.621022179363549
21464,242,492,0,1,1,88.32921810699588
142621,121,191,0,1,1,1169.0245901639344
10482,1416,2391,0,3,0,7.397318278052223
5,348,2,1,1,1,0.014326647564469915
124254,397,393,1,1,1,312.1959798994975
28,3226,1,1,1,1,0.008676789587852495
8563,1902,839,1,3,0,4.499737256962691
147516,174,322,1,3,1,842.9485714285714
13587,1562,385,1,3,0,8.692898272552783
1176,864,1931,1,3,0,1.3595375722543352
81715,915,714,0,3,1,89.2085152838428
0,499,0,1,3,1,0.0
102031,216,515,0,1,1,470.1889400921659
40,5065,0,1,1,1,0.007895775759968417
8749,1754,2496,1,3,0,4.985185185185185
19326,1821,1308,1,3,0,10.607025246981339
20528,1002,2075,1,1,0,20.466600199401796
45,5396,1,0,1,1,0.008337965536409116
5291,5,2653,1,1,0,881.8333333333334
2075,302,1485,0,3,0,6.848184818481848
82010,155,79,0,1,1,525.7051282051282
24,4701,2,1,1,1,0.005104210974053594
33,1949,2,1,1,1,0.016923076923076923
18675,559,2195,0,3,0,33.348214285714285
0,271,1,0,3,1,0.0
3851,481,1459,0,3,0,7.9896265560165975
21,3897,0,1,1,1,0.00538737814263725
2,729,4,0,3,1,0.0027397260273972603
1,295,4,0,1,1,0.0033783783783783786
13912,1461,622,0,1,0,9.515731874145008
6,305,2,1,1,1,0.0196078431372549
45,6048,1,0,1,1,0.007439246156389486
0,594,1,1,1,1,0.0
8,519,0,0,1,1,0.015384615384615385
9196,2120,825,1,1,0,4.335690711928335
12778,159,2173,0,3,0,79.8625
17794,1888,356,0,1,0,9.419798835362625
23,4978,0,0,1,1,0.004619401486242217
3,3214,1,0,1,1,0.0009331259720062209
161618,367,7,0,3,1,439.17934782608694
20058,1977,1318,1,3,0,10.140546006066733
11281,1659,1039,0,3,0,6.79578313253012
699,934,1469,1,1,0,0.7475935828877005
16667,1632,299,0,3,0,10.206368646662584
10131,69,2412,1,1,0,144.72857142857143
3,313,1,1,1,1,0.009554140127388535
21,4047,2,0,1,1,0.005187747035573123
1,5101,0,1,1,1,0.0001960015680125441
151733,735,306,0,1,1,206.15896739130434
10037,445,225,1,3,0,22.504484304932735
4,64,3,1,1,1,0.06153846153846154
14400,1838,2312,0,3,0,7.830342577487765
7,279,1,0,1,1,0.025
37,5865,0,1,1,1,0.006307534947153085
113351,339,492,0,3,1,333.38529411764705
15721,1973,2004,0,1,0,7.96403242147923
7,130,4,1,3,1,0.05343511450381679
7,593,4,1,1,1,0.011784511784511785
44750,1022,690,0,3,1,43.743890518084065
17036,773,1238,1,3,0,22.010335917312663
5,289,2,0,3,1,0.017241379310344827
2984,1685,1834,0,1,0,1.7698695136417557
17962,1222,1712,1,1,0,14.686835650040884
101378,818,297,1,1,1,123.78266178266178
152242,1008,302,0,1,1,150.88404360753222
4,364,1,1,1,1,0.010958904109589041
4,420,1,1,1,1,0.009501187648456057
0,384,3,1,1,1,0.0
4,747,0,1,1,1,0.0053475935828877
63570,568,559,0,1,1,111.72231985940246
2,26,1,1,1,1,0.07407407407407407
142901,927,521,1,1,1,153.98814655172413
3,712,0,1,1,1,0.004207573632538569
14802,511,2523,0,3,0,28.91015625
45507,384,381,0,3,1,118.2
20731,576,1867,0,3,0,35.92894280762565
0,271,3,0,3,1,0.0
40705,426,366,1,3,1,95.32786885245902
2,147,3,1,1,1,0.013513513513513514
25,6689,1,1,1,1,0.0037369207772795215
0,263,3,0,1,1,0.0
13,2488,1,0,1,1,0.005222981116914423
4,6047,1,1,1,1,0.0006613756613756613
7481,1696,1823,1,3,0,4.408367707719505
7,113,1,0,3,1,0.06140350877192982
5,459,1,1,1,1,0.010869565217391304
21,4555,2,0,1,1,0.0046093064091308165
29,1365,0,1,1,1,0.0212298682284041
103412,696,517,0,3,1,148.36728837876615
3,234,1,0,1,1,0.01276595744680851
2,1,1,0,1,1,1.0
118143,976,660,0,3,1,120.92425793244627
1,703,3,0,3,1,0.0014204545454545455
18178,1213,18,1,1,0,14.973640856672159
33,5546,1,0,1,1,0.005949161709031909
17351,1259,1383,1,3,0,13.77063492063492
141225,336,120,0,1,1,419.0652818991098
4,266,1,1,1,1,0.0149812734082397
19,3154,2,0,1,1,0.006022187004754358
35,3711,0,1,1,1,0.009428879310344827
17244,1800,1117,1,3,0,9.574680732926153
2,191,1,1,1,1,0.010416666666666666
18974,842,1944,0,3,0,22.507710557532622
100,566,1672,1,3,0,0.1763668430335097
18921,290,279,0,1,0,65.02061855670104
20699,18,1440,1,3,0,1089.421052631579
19866,126,843,0,3,0,156.4251968503937
7,161,1,0,3,1,0.043209876543209874
39,6657,1,1,1,1,0.0058576148993691795
16,2955,0,0,1,1,0.005412719891745603
6527,1097,1722,0,3,0,5.944444444444445
6,5881,0,0,1,1,0.0010200612036722204
17744,1,423,1,1,1,8872.0
14015,440,254,0,1,0,31.780045351473923
5,624,2,0,1,1,0.008
1617,1846,2302,0,3,0,0.8754737412019491
155297,539,256,0,3,1,287.587037037037
3,474,0,0,1,1,0.00631578947368421
23,2614,1,1,1,1,0.008795411089866157
18,5344,0,0,1,1,0.0033676333021515435
3,170,3,1,1,1,0.017543859649122806
18601,1930,1831,1,1,0,9.632832729155878
13,574,2,0,1,1,0.022608695652173914
11689,1211,2641,0,1,0,9.644389438943895
7115,1582,1186,1,3,0,4.494630448515477
886,1603,2135,0,1,0,0.5523690773067331
6,669,1,0,3,1,0.008955223880597015
13964,927,1546,0,3,0,15.047413793103448
18816,610,396,0,1,1,30.795417348608837
4,323,2,0,3,1,0.012345679012345678
4,386,2,1,1,1,0.0103359173126615
5,390,2,1,3,1,0.01278772378516624
20227,983,2660,1,1,0,20.55589430894309
10,6304,0,1,1,1,0.0015860428231562252
8240,284,2385,0,3,0,28.912280701754387
15586,1278,665,1,3,0,12.18608287724785
721,528,331,0,1,1,1.3629489603024574
15620,717,1547,0,3,0,21.754874651810585
27640,991,237,1,3,1,27.862903225806452
109544,183,210,0,3,1,595.3478260869565
159676,716,678,0,1,1,222.70013947001394
18041,2235,978,1,3,0,8.068425760286225
4,390,0,0,3,1,0.010230179028132993
58423,437,77,1,1,1,133.38584474885846
0,537,2,1,1,1,0.0
47,5169,2,1,1,1,0.00909090909090909
14222,1517,1022,0,3,0,9.368906455862978
45,6170,0,0,1,1,0.007292173067574137
2319,805,582,1,3,1,2.8771712158808933
21953,103,510,1,3,1,211.08653846153845
192,508,1929,1,3,0,0.37721021611001965
87162,777,113,1,1,1,112.03341902313625
46,5162,0,1,1,1,0.008909548711989153
87919,48,1,1,3,1,1794.265306122449
3,159,1,0,1,1,0.01875
20131,776,690,1,1,1,25.90862290862291
0,551,4,0,1,1,0.0
16311,422,1741,0,3,0,38.56028368794326
4,543,0,0,3,1,0.007352941176470588
3,119,3,0,3,1,0.025
690,915,1584,0,3,0,0.7532751091703057
0,362,0,0,3,1,0.0
5,649,0,1,3,1,0.007692307692307693
26,6671,0,1,1,1,0.0038968824940047962
12042,1650,1507,1,3,0,7.293761356753483
6,578,0,1,1,1,0.010362694300518135
1,478,0,0,1,1,0.0020876826722338203
8,3054,2,0,1,1,0.002618657937806874
84919,534,623,1,3,1,158.72710280373832
18684,1508,283,0,3,0,12.381709741550695
30,3471,0,0,1,1,0.008640552995391706
0,745,0,1,1,1,0.0
20,1848,0,1,1,1,0.01081665765278529
4,357,0,1,1,1,0.0111731843575419
158971,833,410,0,1,1,190.6127098321343
59328,734,518,1,1,1,80.71836734693878
17112,2100,1727,0,3,0,8.144693003331748
148187,553,217,0,3,1,267.485559566787
5,581,2,0,1,1,0.00859106529209622
3,5178,1,1,1,1,0.0005792624058698591
0,81,0,0,3,1,0.0
5561,1601,248,1,3,0,3.4712858926342074
32,1494,2,0,1,1,0.02140468227424749
2,623,2,0,1,1,0.003205128205128205
0,638,3,0,1,1,0.0
1553,1944,1095,0,1,0,0.7984575835475578
0,218,2,0,1,1,0.0
5,19,3,1,1,1,0.25
91555,1010,291,1,1,1,90.55885262116716
3,404,0,1,1,1,0.007407407407407408
5,84,3,0,1,1,0.058823529411764705
5,3110,0,0,1,1,0.0016072002571520412
16028,1097,248,0,1,0,14.597449908925318
2,2787,2,1,1,1,0.0007173601147776184
72528,374,159,0,1,1,193.408
11825,1499,2088,1,1,0,7.883333333333334
1,276,0,1,1,1,0.0036101083032490976
51878,729,153,0,1,1,71.06575342465753
1,304,1,1,3,1,0.003278688524590164
3,462,1,0,1,1,0.0064794816414686825
7,118,4,0,3,1,0.058823529411764705
131281,520,25,1,1,1,251.978886756238
2,1005,2,1,1,1,0.0019880715705765406
10035,1515,267,0,3,0,6.619393139841689
32,2524,2,0,1,1,0.012673267326732674
112482,882,440,0,3,1,127.38618346545866
113143,726,696,1,3,1,155.6299862448418
23221,280,94,0,3,1,82.63701067615658
6763,294,354,0,1,1,22.92542372881356
3964,339,422,1,1,0,11.658823529411764
138738,869,638,1,1,1,159.46896551724137
3,328,0,0,3,1,0.00911854103343465
145086,494,732,1,3,1,293.1030303030303
14318,906,118,0,1,1,15.786108048511577
21,2457,0,0,1,1,0.00854353132628153
1,694,2,0,1,1,0.0014388489208633094
608,837,1573,0,3,0,0.7255369928400954
2,3689,0,1,1,1,0.0005420054200542005
9988,562,1070,1,3,0,17.740674955595026
113974,185,549,0,3,1,612.763440860215
2522,1403,1450,0,3,0,1.7962962962962963
20191,444,126,1,1,1,45.37303370786517
30,5841,1,0,1,1,0.005135227661759671
31,2351,1,1,1,1,0.013180272108843538
37,3263,1,0,1,1,0.01133578431372549
16,5119,0,1,1,1,0.003125
14227,1420,2539,1,3,0,10.011963406052075
13709,1018,651,1,3,0,13.453385672227673
11987,1532,2475,0,3,0,7.819308545335943
7536,1951,1577,0,1,0,3.860655737704918
3275,28,390,0,1,0,112.93103448275862
10,5140,0,1,1,1,0.0019451468585878235
8,3208,1,1,1,1,0.0024929884699283265
38,6491,0,0,1,1,0.00585335797905114
20975,922,269,1,1,1,22.72481040086674
13191,2139,1542,1,3,0,6.164018691588785
37322,1020,246,1,3,1,36.55435847208619
118077,284,329,1,1,1,414.30526315789473
5,767,4,0,3,1,0.006510416666666667
32958,37,375,1,1,1,867.3157894736842
43,4412,0,1,1,1,0.009743938363924768
20478,648,158,0,3,0,31.55315870570108
47618,561,171,0,3,1,84.72953736654804
13588,884,595,1,1,1,15.35367231638418
4858,444,124,1,1,1,10.916853932584269
0,397,2,1,1,1,0.0
17067,792,2424,1,1,0,21.522068095838588
5,4702,0,1,1,1,0.00106315118009781
109167,644,680,0,1,1,169.25116279069766
5,1,4,0,1,1,2.5
6,52,3,1,1,1,0.11320754716981132
150723,14,299,1,3,1,10048.2
1,412,0,0,3,1,0.002421307506053269
19074,1090,1588,0,3,0,17.483043079743354
7948,1925,2604,1,3,0,4.12668743509865
3,330,4,0,3,1,0.00906344410876133
7,90,3,1,3,1,0.07692307692307693
12395,1845,1691,1,3,0,6.714517876489707
10219,16,881,0,3,0,601.1176470588235
11034,467,39,0,3,1,23.576923076923077
28821,513,535,1,3,1,56.07198443579767
6,263,4,0,3,1,0.022727272727272728
21120,484,1858,1,3,0,43.54639175257732
3,556,0,0,1,1,0.005385996409335727
11326,703,2389,0,3,0,16.088068181818183
4,146,2,0,1,1,0.027210884353741496
2,517,3,0,1,1,0.003861003861003861
131027,789,458,0,1,1,165.85696202531645
138678,0,542,1,1,1,138678.0
6,458,1,0,3,1,0.013071895424836602
4,732,3,0,1,1,0.005457025920873124
12645,995,1365,0,3,0,12.69578313253012
1,87,3,1,3,1,0.011363636363636364
3717,1616,702,0,3,0,2.2987012987012987
1356,462,648,0,1,0,2.9287257019438444
95114,312,288,0,3,1,303.8785942492013
99906,712,37,1,3,1,140.12061711079943
6189,199,1814,1,1,0,30.945
21,6652,2,1,1,1,0.0031564707650683903
4358,2123,209,0,1,0,2.0517890772128062
6,126,0,1,3,1,0.047244094488188976
1,581,4,1,1,1,0.001718213058419244
7,488,4,1,1,1,0.014314928425357873
1,117,1,1,1,1,0.00847457627118644
36390,1061,17,0,3,1,34.26553672316384
1,448,1,0,3,1,0.0022271714922048997
2,699,2,0,1,1,0.002857142857142857
31,2517,1,0,1,1,0.012311358220810167
3,243,2,1,3,1,0.012295081967213115
2,469,3,0,1,1,0.00425531914893617
1,267,1,1,3,1,0.0037313432835820895
43056,296,620,0,3,1,144.96969696969697
16059,763,127,0,1,0,21.019633507853403
17837,662,167,0,3,1,26.90346907993967
46,2366,1,1,1,1,0.019433882551753275
4594,396,2041,1,3,0,11.571788413098236
1047,491,1209,1,3,0,2.1280487804878048
21,3121,1,0,1,1,0.006726457399103139
39,1889,0,0,1,1,0.020634920634920634
36,4839,1,0,1,1,0.00743801652892562
74412,360,66,1,1,1,206.1274238227147
43,2954,2,1,1,1,0.01455160744500846
2,245,2,0,3,1,0.008130081300813009
28,6513,1,0,1,1,0.004298434141848327
14459,935,1704,1,3,0,15.447649572649572
6,55,2,1,3,1,0.10714285714285714
26917,241,366,1,3,1,111.22727272727273
3560,2270,773,0,3,0,1.567591369440775
38,3082,2,1,1,1,0.012325656827765165
6,637,0,1,3,1,0.009404388714733543
40585,656,380,1,3,1,61.77321156773212
16,1284,2,0,1,1,0.012451361867704281
0,92,2,1,3,1,0.0
13115,706,1636,0,1,0,18.55021216407355
144583,327,83,0,3,1,440.8018292682927
101985,167,358,1,1,1,607.0535714285714
42,1539,1,0,1,1,0.02727272727272727
