followers,following,profile_pic,bio_length,friend_count,label
104685,87736,1,153,4715,0
147984,5470,1,496,1465,0
149854,146025,1,796,1961,0
51750,92969,1,314,875,0
108469,91493,1,830,4069,0
91870,6523,1,609,3901,0
112433,31169,1,722,542,0
23629,45641,0,957,3516,1
23326,29661,1,559,3865,0
141565,144491,0,829,4548,1
22579,14457,1,273,4499,0
136317,67600,1,705,1018,0
174298,103619,1,763,1428,0
141555,76102,1,794,4978,0
186722,33085,1,261,574,0
150339,97064,0,486,1458,1
118836,137202,1,453,1499,0
183873,105723,1,442,1491,0
135509,133114,1,261,3172,0
95262,70134,1,542,2470,0
64296,42982,1,104,3427,0
190476,65185,1,999,2515,0
127605,33477,1,349,3551,0
50433,114161,1,823,4206,0
131379,52709,1,437,2200,0
131132,78137,1,980,2964,0
111322,36018,1,168,3313,0
139794,139133,1,747,2927,0
127454,139681,1,785,681,0
28704,35371,1,342,4864,0
73691,83021,1,229,278,0
67666,7857,1,22,4458,0
44252,142692,1,987,1648,1
147825,8177,1,675,4696,0
105118,88578,0,280,1158,1
4626,89941,1,518,2341,1
146111,11826,0,721,1518,1
136203,144962,1,252,1838,0
136199,82428,1,403,870,0
18035,126044,1,132,3277,1
82843,75020,1,273,1341,0
84722,5495,0,617,2306,1
186735,28481,0,231,1171,1
38643,142339,1,544,4072,1
67072,117897,1,78,1128,0
118038,137815,1,34,3627,0
105982,103475,1,494,3999,0
88874,57042,1,109,3887,0
105191,49476,1,320,1284,0
34679,28552,1,574,570,0
166931,69093,1,980,2864,0
46276,69123,1,327,3984,0
73693,16535,1,966,3141,0
169595,66490,1,808,1977,0
111081,46562,1,689,446,0
141344,119042,0,383,4878,1
1067,89080,1,363,1280,1
50453,41269,1,231,636,0
95467,80674,1,615,2973,0
137306,42462,1,413,4626,0
187870,134199,1,293,118,0
47920,23147,1,546,4161,0
4637,77095,1,705,2292,1
104597,90925,1,173,2104,0
134673,66381,1,391,1067,0
109784,99468,0,101,423,1
137245,63749,0,835,3819,1
108104,13731,1,292,4490,0
7566,124647,0,84,1280,1
82157,51024,1,908,1819,0
125041,116712,1,200,3432,0
124054,101121,1,684,762,0
26739,3832,1,540,1629,0
137448,32332,0,296,442,1
26074,12467,1,55,3014,0
12915,41025,1,471,2581,1
73484,144179,1,15,1497,0
81269,77994,1,651,4252,0
23280,94202,0,65,88,1
72279,43481,1,957,2249,0
100781,133653,1,658,979,0
191081,75118,1,669,461,0
194058,124010,1,911,3552,0
185630,123714,1,471,2756,0
48452,139490,1,908,3628,0
165606,84363,1,580,2501,0
126399,123607,1,22,379,0
75708,63044,1,701,4496,0
76095,11814,1,759,4646,0
17265,99340,0,485,2983,1
112586,10024,1,414,3060,0
3817,109236,1,820,2950,1
159101,57836,1,887,4540,0
189733,7435,1,656,3730,0
116153,70601,1,895,4424,0
158362,120871,1,304,1931,0
116426,134479,1,176,3421,0
1610,98943,1,194,1990,1
72308,32940,0,921,4865,1
158216,5666,1,12,3856,1
187215,37122,1,875,1482,0
76130,118647,1,165,2545,0
144995,129753,0,149,4220,1
158523,123402,0,340,4299,1
124045,101190,1,924,2815,0
144123,100468,1,556,642,0
155895,129207,1,173,4685,0
4329,26505,1,166,3918,1
76328,36713,1,708,1586,0
9116,43169,1,717,2409,1
169187,77511,0,593,3849,1
16394,40522,1,579,54,0
122182,99397,1,96,841,0
41432,3880,0,678,4587,1
159823,43539,1,403,984,0
122888,14799,1,76,2620,0
131194,104843,1,995,2906,0
125813,48784,1,236,1994,0
112226,113034,1,707,1932,0
13239,54362,0,290,2272,1
53446,53997,1,135,102,0
851,102399,0,819,969,1
10959,14549,1,807,1071,0
79244,56920,1,888,736,0
46519,93860,1,880,1365,0
88241,24624,1,366,3630,0
97584,46705,1,547,227,0
137546,89326,1,901,3570,0
161182,60390,0,247,444,1
42106,68369,1,765,1619,0
64328,9589,0,213,4693,1
91927,113012,1,763,2204,0
189144,145188,1,69,2703,0
180453,73181,1,745,3050,0
176664,123711,1,995,3502,0
168053,76425,1,328,3626,0
127539,15994,1,15,1181,0
67589,111915,1,486,3256,0
104542,122961,1,173,797,0
78482,104672,1,698,834,0
42538,26639,1,805,2999,0
1833,17205,0,736,2032,1
1922,56677,1,273,4452,1
20623,32930,1,523,2764,0
32259,73313,0,821,2409,1
105297,113153,1,218,3684,0
47367,18316,1,942,3275,0
20133,96058,1,512,7,1
123786,87876,1,398,2519,0
190460,85366,1,110,2219,0
65550,13403,0,986,3874,1
82185,80052,1,463,3728,0
87963,73495,1,788,3329,0
140942,96090,1,640,3371,0
133296,36701,1,92,613,0
39814,134457,1,450,688,1
116753,57241,0,395,897,1
5292,141439,0,891,109,1
165464,65030,1,923,4805,0
8517,105185,1,550,3012,1
132419,36404,1,932,2918,0
194153,55182,1,478,1160,0
108877,32991,1,315,3981,0
150293,104601,0,670,3610,1
93075,65886,1,697,4744,0
79772,122002,1,992,2003,0
97834,83848,1,352,1527,0
157691,57692,1,767,1913,0
167335,37500,1,238,4341,0
42083,33785,1,103,3181,0
106293,84146,1,906,4893,0
83529,47997,1,877,3346,0
12224,7170,1,28,2863,0
240,144375,1,88,4610,1
42934,71743,1,374,505,0
127314,35187,1,396,4250,0
67449,132965,1,562,2006,0
139644,144825,1,363,4206,0
101839,38090,0,949,2855,1
196518,59412,1,146,3964,0
84560,56030,1,313,1674,0
73703,17509,0,547,1190,1
124455,68653,1,795,2392,0
136492,129626,1,451,1921,0
167236,4042,0,898,4389,1
43930,37201,1,505,2692,0
137028,14016,1,485,4433,0
87393,25022,1,100,1827,0
8012,27938,1,106,2499,1
172909,118171,1,856,716,0
58601,61720,1,936,630,0
121106,105514,0,290,4860,1
161600,133058,1,348,84,0
88866,76478,1,616,3768,0
86745,143233,0,732,736,1
15529,127101,1,587,2707,1
150359,94699,1,226,226,0
155007,99273,1,595,3357,0
131154,63745,1,976,1307,0
125506,132283,1,587,4204,0
20616,131301,1,760,4230,1
148061,118972,1,766,4386,0
14065,145417,1,49,3958,1
43308,101489,1,867,1652,0
190284,31819,1,969,1867,0
160364,47779,1,721,26,0
39716,92244,1,157,4649,0
143031,65584,0,327,932,1
73345,146245,1,744,3458,0
102979,58032,1,882,466,0
149651,115074,0,76,2700,1
140261,99273,1,734,1498,0
150173,28036,1,632,617,0
67733,71356,1,453,3777,0
165093,145364,1,309,4553,0
11251,3052,1,326,2687,0
176635,44377,1,507,1504,0
149458,67819,1,852,3967,0
127801,113689,0,869,179,1
167532,146692,1,106,2585,0
92268,30461,1,240,2069,0
135095,20750,1,434,4858,0
11307,9472,1,27,921,0
67511,69263,1,703,3092,0
41162,112036,1,248,4840,0
54922,25523,1,363,1510,0
96651,103262,1,724,3599,0
83127,66060,1,532,3276,0
24524,9079,1,471,2719,0
187896,139471,1,666,4732,0
80915,60726,0,538,1023,1
120435,92906,1,588,151,0
71329,16532,1,817,12,0
5413,122689,1,412,714,1
59384,43162,1,934,3150,0
25058,134821,1,568,3625,1
140523,11353,1,630,248,0
131999,112313,1,987,1144,0
98728,28477,1,164,4482,0
51361,86373,1,988,4534,0
10794,142509,1,575,3343,1
97725,4551,1,47,720,0
66661,68359,1,661,4568,0
44033,143988,1,483,3229,1
64489,126150,1,157,1006,0
32159,47636,1,667,4728,0
2341,29685,1,150,3298,1
103682,51134,1,224,2468,0
67784,88916,1,259,4119,0
19034,107967,1,386,3813,1
59206,94455,1,255,537,0
32270,49756,1,60,2824,0
102921,122863,1,863,2685,0
174949,61192,0,771,1980,1
46202,48733,1,832,539,0
125738,25993,1,395,3884,0
186257,24143,1,396,4053,0
154787,107044,1,161,3199,0
160563,128406,1,379,4516,0
71912,69351,0,442,483,1
128881,70309,1,348,1028,0
64440,143518,1,968,51,0
40636,119156,1,30,242,0
129043,76000,1,70,1686,0
20108,21576,1,396,2821,0
64777,3320,1,437,1840,0
126113,141822,1,1,424,1
14387,103002,1,928,2127,1
84296,26572,1,561,694,0
101200,17948,1,134,353,0
134833,116528,1,145,3690,0
20614,89051,1,178,1689,1
147555,27867,1,263,292,0
170743,44678,0,310,716,1
75688,107561,1,203,4624,0
124719,12963,1,810,4575,0
130335,49434,1,698,4572,0
71320,66617,1,29,4120,0
77839,117569,1,58,2478,0
126210,97352,1,8,2364,1
14158,79732,0,987,637,1
76330,107648,1,323,2405,0
144076,81494,1,166,1299,0
55323,77225,1,336,3948,0
131891,82867,1,906,689,0
115038,78972,1,378,4439,0
76082,96261,1,897,2606,0
90479,90748,1,790,711,0
133520,124481,1,702,2610,0
73324,129529,1,241,438,0
125890,2251,1,789,3533,0
109782,99108,1,956,3878,0
17373,97382,1,665,3341,1
146405,9583,1,907,3092,0
188019,50387,1,159,4238,0
91756,23104,1,776,1783,0
27311,12224,1,234,867,0
170992,60624,1,452,1488,0
37224,104320,1,857,467,0
195721,78572,1,198,4972,0
60284,85469,1,476,3921,0
53033,77928,1,32,1417,0
104268,4141,1,407,1776,0
131,70871,1,88,1081,1
52334,136149,1,606,4936,0
27637,46015,1,220,2925,0
196387,59902,1,68,4084,0
109950,5577,0,293,4061,1
55181,20002,1,236,1011,0
175404,50711,1,906,813,0
199981,39451,1,159,3946,0
134874,34831,1,831,2316,0
178959,96498,0,839,2143,1
144795,128949,0,787,272,1
34565,95119,1,289,3644,0
76594,66830,0,878,1716,1
22121,80632,1,553,2975,1
167321,36833,0,903,4100,1
132722,24398,1,577,356,0
178600,61554,1,532,203,0
124090,50755,1,334,3745,0
117723,148778,1,581,1596,0
19261,64994,1,772,496,1
100163,63884,1,501,4797,0
184250,84361,1,245,4932,0
168507,17482,1,322,62,0
170359,54225,0,746,1579,1
119724,74854,1,938,4334,0
194451,41256,1,783,539,0
68249,108721,1,610,4293,0
142771,81110,1,328,4876,0
56269,113606,1,546,4125,0
57550,14650,1,338,2713,0
39229,28930,1,170,1080,0
97950,100400,1,109,1855,0
13229,11801,1,993,3504,0
40743,51360,0,806,3379,1
156227,87908,1,9,1598,1
63736,147631,1,201,1628,0
180765,32334,1,915,3178,0
139654,13288,1,256,2647,0
8075,12191,1,261,3372,0
126166,18051,0,692,1069,1
8671,61715,1,429,2776,1
57766,10737,1,506,1192,0
36373,65140,1,65,813,0
137860,5147,1,805,1152,0
41919,50508,1,672,2755,0
127743,52224,0,578,1883,1
67531,19643,0,611,267,1
176842,38967,0,588,3671,1
19961,103535,1,34,2812,1
46245,40733,1,974,4680,0
121013,34808,1,556,4085,0
168225,58959,1,661,383,0
94275,132921,1,490,3956,0
4762,68178,1,579,2850,1
19102,112255,0,253,4525,1
141472,86322,1,16,3411,0
147318,44565,1,260,1049,0
103897,1132,1,724,1833,0
158773,63668,1,824,797,0
70485,108835,1,255,4467,0
46168,142003,1,727,2975,1
19821,73169,1,862,1290,1
180917,100417,1,423,2187,0
52858,1044,1,500,66,0
155994,24363,1,285,1392,0
96736,46694,1,937,3991,0
152643,132654,1,6,3021,1
62828,21301,1,496,1701,0
151883,74329,1,891,578,0
1764,1620,1,198,1605,0
173026,62224,1,602,4043,0
92379,95419,1,983,1978,0
133559,120050,1,658,4505,0
24447,55856,1,936,2880,0
164796,55809,1,417,2670,0
189143,22259,1,661,3716,0
93506,20655,1,51,4935,0
2084,21602,0,242,4284,1
133794,85945,1,218,4372,0
59681,142182,0,517,2154,1
159029,137145,1,969,2804,0
173537,100846,1,108,2220,0
90402,80818,0,350,3989,1
72852,141267,0,920,998,1
93612,1537,1,65,721,0
149526,148210,1,9,1214,1
164613,126545,1,201,1693,0
64082,89743,0,793,3394,1
38263,86155,1,900,4025,0
179379,120198,1,213,3579,0
159942,89846,0,67,2803,1
137722,30562,1,758,2230,0
119776,28036,0,865,4812,1
38005,74233,1,326,458,0
26742,83049,1,49,1701,1
11490,68681,1,16,626,1
38570,27818,1,522,2456,0
156599,62532,1,820,206,0
119619,57705,1,305,3316,0
65160,20104,1,391,1356,0
186245,124336,1,987,4768,0
52492,127904,1,123,3596,0
129953,69603,1,503,1939,0
12347,102499,1,224,2795,1
40811,59025,1,755,4368,0
48775,32317,1,317,2673,0
78628,105585,1,472,1049,0
103182,48270,0,980,2591,1
131031,119415,1,843,3789,0
75634,80206,1,890,4004,0
120998,69468,1,857,90,0
183680,23723,1,540,475,0
126949,60646,0,357,2046,1
105952,74,1,482,4821,0
26404,26498,1,868,3690,0
128182,96881,1,877,4025,0
109580,45929,1,939,3266,0
110909,123199,1,876,4629,0
186183,26028,1,428,2745,0
30683,29545,0,796,84,1
76223,79569,0,496,2639,1
63235,31673,1,471,4936,0
74060,102511,1,570,76,0
187450,93144,1,654,2430,0
162557,64824,1,837,3504,0
199913,23525,0,863,2424,1
72263,57804,1,299,2221,0
39991,146115,1,737,405,1
155237,41846,1,675,2129,0
85600,77261,0,83,4116,1
101363,29483,1,376,397,0
64934,7265,1,312,1800,0
73511,22763,1,628,3473,0
34916,15733,1,319,1808,0
87132,112196,0,203,4989,1
162898,91038,0,354,3926,1
191612,37420,0,293,1944,1
113458,140319,1,503,437,0
84463,21058,1,144,222,0
12180,34929,1,538,1610,0
119240,86489,0,16,1960,1
54776,84664,1,574,4604,0
127162,77597,1,778,4000,0
121305,6041,1,575,2664,0
86930,78209,1,38,1065,0
66363,99864,1,129,1276,0
148404,148620,1,114,603,0
47062,146150,1,449,188,1
6155,136491,1,949,675,1
4430,115158,1,924,637,1
16037,1468,1,44,1996,0
2203,24309,1,215,1844,1
191577,72255,1,599,46,0
184471,81899,1,847,819,0
151156,28718,1,414,3807,0
167297,106553,1,688,3022,0
172951,50281,1,264,1080,0
144936,113451,0,922,3146,1
181537,767,1,439,1277,0
162496,134967,1,616,3734,0
118870,58026,1,380,2217,0
139782,118142,1,845,2886,0
173957,42968,0,300,795,1
23241,146404,1,984,3328,1
87960,145693,1,170,3006,0
103150,76870,0,619,3184,1
146435,18174,1,405,2389,0
94919,124357,1,354,4143,0
102875,99189,1,160,3858,0
116248,40502,1,794,1218,0
14601,36674,1,551,1760,0
164649,37260,1,25,724,0
132356,71805,1,82,1344,0
194274,17194,1,172,137,0
111501,72377,0,998,4450,1
130278,130864,1,684,4906,0
193593,43723,1,793,3554,0
138160,76298,1,69,2759,0
120679,59238,1,834,58,0
120312,105433,1,5,770,1
148848,107092,0,795,388,1
161052,2147,1,194,3924,0
176725,38445,1,524,3422,0
179362,106170,1,62,4434,0
19068,133085,1,12,4852,1
67647,85617,1,760,595,0
90098,53502,1,204,435,0
168676,117116,1,896,1473,0
182997,37755,1,764,4472,0
159606,139805,0,39,1982,1
35959,9479,1,164,2438,0
27861,75361,1,30,2868,0
2578,124232,1,528,4209,1
35372,105586,0,648,3817,1
99613,81171,1,876,773,0
60779,114151,0,831,1926,1
23757,86296,1,824,2219,1
55034,140562,1,908,17,0
148762,137934,1,676,4330,0
130287,69959,1,397,3966,0
51698,141522,1,458,1692,0
116744,56022,0,792,2770,1
55966,61991,1,222,4376,0
126683,49853,1,633,4926,0
74537,31826,1,77,3267,0
81999,42879,1,824,1138,0
56138,72361,1,838,1695,0
61273,77990,1,599,1586,0
169320,89787,1,624,4513,0
188461,40736,1,611,2331,0
31658,24530,0,937,4680,1
157734,106080,1,937,2669,0
171029,74255,1,814,2268,0
153257,135958,1,883,2056,0
121834,126598,1,427,4927,0
128382,118623,1,424,2422,0
1627,37387,0,386,4629,1
48761,112260,0,238,3486,1
40814,141172,1,857,2749,1
16730,138928,1,622,4041,1
192473,30988,1,89,2824,0
51231,76448,1,384,1405,0
81187,113430,1,974,1886,0
29407,143377,1,138,2987,1
4268,141041,1,996,3575,1
177905,12404,1,646,4542,0
47929,140061,1,523,2727,0
74187,19360,1,243,4720,0
190129,85657,1,504,1863,0
142741,34160,0,421,2353,1
35742,6789,1,181,2896,0
101337,145457,0,194,4827,1
89568,82597,0,873,2501,1
160450,65641,0,633,937,1
167474,44247,1,52,2080,0
128580,86673,1,985,1755,0
101376,5544,1,989,3390,0
38714,144347,1,927,1216,1
192197,63248,1,867,1203,0
150327,34550,1,684,1890,0
21177,53693,1,178,3031,0
11560,128924,1,292,390,1
53281,80021,1,374,2511,0
57497,15605,1,58,2977,0
184079,50713,1,53,3746,0
89604,75403,1,913,98,0
155839,58466,1,768,2195,0
11051,3981,1,244,4665,0
116026,140565,1,148,4822,0
159846,115631,1,795,1001,0
184379,119238,1,367,1570,0
154227,95335,1,15,4398,0
199324,107441,1,175,3629,0
4858,16984,1,539,1063,1
120905,125580,1,405,638,0
152869,111316,1,466,2742,0
59134,132596,1,879,1142,0
114135,118454,1,128,2120,0
198375,49402,1,222,551,0
163064,91656,1,883,3275,0
146927,65614,1,243,976,0
143189,91009,1,425,4191,0
121794,45836,1,353,3350,0
155135,144434,1,749,3214,0
176497,149634,1,743,3547,0
38895,131049,1,325,2931,1
66022,76407,1,603,4069,0
178381,7610,0,2,3985,1
163998,109381,1,478,4141,0
132601,15791,1,975,345,0
100429,58047,0,80,4942,1
15053,70246,1,43,2942,1
166188,86148,1,154,1076,0
168981,45890,1,946,1171,0
54917,137866,1,535,3770,0
34013,32888,1,915,3161,0
131137,137821,1,927,232,0
83564,46531,1,98,3798,0
55342,115652,1,396,4146,0
110621,20608,1,879,4760,0
13355,80986,1,170,3907,1
24359,83996,1,147,3699,1
45191,56017,1,122,450,0
28150,57676,0,111,1362,1
165097,11560,1,129,350,0
86128,50468,1,67,2696,0
20586,33123,1,858,1308,0
88934,94346,1,827,4004,0
23056,140790,1,728,2925,1
51479,28,1,899,4678,0
91753,47599,1,891,244,0
126000,148469,1,607,4645,0
69631,45406,1,656,4823,0
6965,47657,1,896,4734,1
166849,67560,1,544,4679,0
152597,104143,1,285,2273,0
180558,144575,1,4,440,1
36413,54943,0,117,3545,1
94011,75839,1,651,1467,0
57139,82674,1,229,411,0
151568,25345,0,159,813,1
132418,50390,0,293,4341,1
175700,59557,1,760,4678,0
90332,1906,1,784,1730,0
131415,7961,1,185,1974,0
143331,119289,1,876,549,0
182937,77567,1,551,1937,0
11349,80664,1,223,203,1
132827,81199,1,151,4446,0
185833,99764,1,139,4414,0
67962,122357,1,366,3588,0
105428,80729,1,127,2536,0
58058,50568,1,350,106,0
146973,109349,1,146,3811,0
186838,73302,1,284,2701,0
193629,94968,1,468,3897,0
77459,116116,1,217,2219,0
90605,37146,1,435,3936,0
122737,40297,1,731,4090,0
159012,86394,0,144,957,1
37646,127173,1,840,2575,1
29716,125942,1,276,2367,1
70347,16939,1,753,1060,0
106901,44460,0,59,2546,1
143259,143738,1,609,3736,0
87838,62119,1,842,3766,0
56281,132851,1,374,1672,0
19546,144258,1,403,401,1
94462,147531,1,880,601,0
44818,5057,1,692,2999,0
168275,149805,1,113,4313,0
139897,19157,1,494,4281,0
24075,35030,1,614,3452,0
142199,108612,1,335,3634,0
80564,115080,1,830,287,0
41791,83028,1,568,87,0
137814,136260,1,284,2205,0
36067,29680,1,128,2967,0
185314,102302,1,891,4250,0
51576,36445,1,977,3534,0
25515,5796,1,314,219,0
19431,47218,1,959,1482,0
37270,139195,1,597,3238,1
148927,139294,1,711,321,0
66155,24074,1,70,2738,0
87317,116088,1,344,4936,0
89618,36839,0,989,1836,1
74915,107112,0,97,2559,1
52380,127514,1,299,1568,0
121831,68322,1,175,2322,0
35440,56321,1,744,4720,0
96448,110100,1,883,2963,0
188209,35507,1,74,352,0
134060,99244,0,142,1028,1
151739,125788,1,930,4570,0
23515,95251,1,22,2009,1
172075,23806,1,180,927,0
187923,130364,1,44,29,0
94076,36901,1,468,2540,0
6645,148115,1,91,3819,1
44552,140824,1,268,494,1
54625,52127,1,33,4483,0
146394,453,1,677,872,0
115613,75432,1,581,834,0
7569,122872,0,363,3324,1
158422,87362,0,707,629,1
113829,10976,1,132,2986,0
79278,114176,1,758,29,0
74864,99122,1,381,3782,0
110022,70404,1,679,806,0
123623,81932,0,965,1968,1
183470,97170,1,276,3468,0
197158,77707,0,155,3580,1
125346,93789,1,386,1960,0
29435,96516,0,534,4339,1
27793,133089,1,199,220,1
179620,7957,1,274,1343,0
144996,107724,0,500,4626,1
69351,135864,1,458,2262,0
96127,13237,0,49,2414,1
39979,51586,1,969,2161,0
107314,19252,1,697,4120,0
16376,141779,1,987,2981,1
45089,3543,1,531,857,0
160706,104647,0,627,4993,1
182261,35031,1,91,772,0
61921,65747,1,860,2492,0
73977,55311,1,455,19,0
193264,65867,1,338,805,0
12989,88780,1,52,1380,1
33044,57196,1,495,2175,0
85436,73705,1,634,2405,0
83696,57894,1,852,3363,0
58611,87640,1,849,3426,0
141693,14591,1,776,880,0
102670,97247,1,3,3108,1
105378,727,0,680,1333,1
181149,43822,1,280,1684,0
24579,103399,1,289,2964,1
134507,112113,1,72,1605,0
143753,130431,1,136,2557,0
141893,142001,1,849,443,0
32738,128588,1,767,2042,1
2055,60091,1,970,778,1
110001,148465,0,652,3159,1
33938,94192,0,997,1746,1
24956,110805,1,392,3940,1
32418,118089,1,207,420,1
165878,89367,1,259,1851,0
186696,13265,1,929,2108,0
163990,136496,1,262,4674,0
112578,79622,1,782,3996,0
171677,35929,1,504,1358,0
188852,61892,1,549,3910,0
166477,56630,1,202,2626,0
135571,140287,1,735,2687,0
122749,131025,1,346,4206,0
89436,87580,1,989,490,0
43006,77462,1,51,1295,0
67369,113396,1,592,2081,0
124993,97037,1,355,3371,0
45033,95310,1,722,2172,0
168650,48928,1,518,3174,0
131883,89876,1,362,4064,0
124348,24976,1,44,3753,0
187715,124984,1,826,4989,0
128306,98256,1,377,3829,0
126300,100537,1,788,1949,0
160834,135772,1,411,3380,0
34641,109331,1,770,411,1
179357,7526,1,141,1422,0
24267,103863,1,257,2981,1
80440,73366,1,796,1676,0
193288,56096,1,913,1646,0
185919,138982,1,36,2711,0
128588,71185,1,940,3959,0
188056,50248,1,44,1239,0
169274,133023,1,919,602,0
41849,79888,1,631,1937,0
64759,94533,1,45,25,0
165234,41954,0,651,4679,1
77134,89719,1,564,1067,0
40047,139876,1,300,379,1
61670,595,1,287,1284,0
116958,29592,1,785,4464,0
158453,40643,1,268,3182,0
186631,62665,0,899,3747,1
145276,5972,1,790,2256,0
118538,15882,1,61,3927,0
182025,25020,1,565,4120,0
73786,102621,1,969,545,0
66267,85374,1,950,274,0
46605,44912,1,580,3441,0
76903,12879,0,241,2269,1
193560,33798,1,935,3108,0
149374,107791,0,781,2922,1
30453,75791,1,763,3387,0
26177,66983,1,353,1870,0
173951,133922,1,795,4013,0
7662,11953,1,967,110,0
156502,106410,0,975,1755,1
157762,125155,0,862,4803,1
112860,81029,0,70,1367,1
155655,4055,0,834,1528,1
159908,38170,1,412,551,0
7911,99976,1,611,133,1
61418,28251,1,60,2911,0
54033,135604,1,614,2013,0
7292,135996,1,451,3262,1
33665,48037,1,392,1060,0
60509,92115,1,630,2507,0
190797,77926,1,528,2022,0
102984,70400,1,304,2186,0
34706,99525,1,190,2665,0
83305,101164,1,723,3170,0
148751,141774,0,77,2727,1
83565,106732,1,557,3335,0
154951,15385,0,604,2646,1
43647,9336,0,888,595,1
65165,65421,0,524,4106,1
17607,36021,1,739,2374,0
103325,134854,1,300,3421,0
88806,117369,1,948,2278,0
25936,49111,1,16,1164,0
94382,89402,1,814,617,0
29197,119774,1,573,4860,1
46547,42719,1,433,4144,0
127020,125695,1,42,450,0
42525,134585,1,67,1798,1
64777,144407,1,379,4586,0
189839,104126,1,211,1892,0
50111,77658,1,202,2454,0
81126,31007,1,725,2222,0
25564,106833,1,108,3808,1
105600,118637,0,967,1284,1
33747,120721,1,283,2527,1
69674,93220,0,940,1757,1
152831,26393,1,936,222,0
135049,57480,1,605,4364,0
70836,117243,1,224,900,0
112222,88290,1,736,2365,0
41878,104263,1,750,4480,0
106537,140179,1,117,1609,0
126272,5993,1,931,4721,0
140980,93650,1,602,3290,0
134097,117595,1,339,1223,0
41760,52066,1,800,1907,0
85961,111850,1,280,1362,0
86993,42942,1,490,2751,0
45653,16138,1,18,3969,0
125996,118558,0,174,1268,1
140593,9190,1,468,4937,0
115010,92259,0,617,1231,1
2401,78422,1,800,4068,1
84087,82315,1,759,1747,0
150206,29086,1,834,2558,0
128327,148394,0,141,737,1
132668,125604,1,462,4436,0
11308,100814,1,928,2979,1
161638,119324,1,297,1951,0
71724,128921,1,469,1781,0
99621,3435,1,704,529,0
124170,101505,0,862,4129,1
86236,53331,1,814,4418,0
7319,113457,0,802,1204,1
19628,52389,1,372,1986,0
198752,53014,1,467,346,0
196159,30297,1,927,1215,0
105233,43890,0,950,2768,1
164207,21322,1,437,244,0
182833,35739,1,843,2725,0
97629,140791,1,946,3051,0
157369,79553,1,719,132,0
111790,8314,1,442,1370,0
86211,93831,1,455,2096,0
69279,75164,1,247,1087,0
133546,107658,1,141,1647,0
53952,77028,1,401,1891,0
153611,36113,1,895,1720,0
194697,117174,0,822,4002,1
48879,146429,0,221,2260,1
49713,20365,1,736,118,0
74558,39029,1,865,2903,0
68349,1737,1,183,2808,0
49143,131042,1,363,894,0
185379,85474,1,816,1265,0
47643,78218,0,993,362,1
78254,128692,1,187,1773,0
105870,128411,1,112,313,0
2724,294,1,180,1706,0
153967,24596,1,198,3465,0
167586,98185,1,901,4367,0
42539,11434,1,69,1789,0
92246,58382,1,597,2393,0
149864,38098,1,903,3610,0
126214,4655,1,484,3694,0
179922,83029,1,398,2280,0
189009,46228,1,921,989,0
92129,3771,1,550,3680,0
91664,74099,1,642,2463,0
164139,120811,1,952,904,0
75718,62257,1,9,3044,1
191538,17558,0,2,3397,1
75423,58436,1,477,3997,0
197749,107779,0,813,4839,1
128237,124891,1,661,910,0
165909,32376,1,66,2607,0
163043,77924,1,704,1745,0
144064,29332,1,96,2123,0
168388,131001,1,530,4342,0
31580,46737,1,995,1851,0
63857,130912,0,317,4671,1
132084,89031,1,97,3765,0
76247,20991,1,56,1615,0
178594,27472,1,862,2390,0
29262,59946,1,106,2762,0
173284,1541,1,87,1205,0
144358,129237,1,971,4026,0
61251,2765,0,652,2679,1
1440,43074,1,655,2446,1
91362,102795,1,911,3312,0
157737,101387,1,370,4387,0
136161,131841,1,374,2101,0
144584,148878,1,51,3216,0
83812,2972,1,723,3669,0
176616,149328,1,40,3030,0
115958,103903,1,815,2524,0
138568,149725,0,90,4117,1
181269,103579,1,38,3307,0
123802,39339,1,12,2742,1
63893,103376,1,899,1961,0
73614,42399,1,607,4625,0
9082,44013,1,620,3621,1
20958,145778,1,103,100,1
114687,27909,1,865,1313,0
67894,132385,1,742,3448,0
154898,138919,1,42,3244,0
168644,141002,1,208,1901,0
115379,3285,1,599,4674,0
24865,123637,1,604,1214,1
152272,35863,1,685,3626,0
77480,147776,1,475,789,0
87271,149777,1,637,1366,0
152504,131627,1,108,3623,0
100737,21323,1,558,502,0
27088,70968,1,213,172,0
57377,53915,1,603,886,0
123791,109543,1,692,1417,0
175141,141691,0,408,3532,1
7818,108500,1,552,4368,1
31603,111266,1,770,3429,1
93111,26739,1,632,1409,0
27087,128041,1,76,2923,1
29246,53019,0,94,4953,1
175646,7373,1,268,1910,0
11750,20187,0,360,260,1
26034,67863,1,529,3352,0
144102,97927,1,804,1352,0
123400,84085,1,682,1499,0
145365,117996,1,161,4373,0
89191,39220,1,464,2140,0
137617,130503,1,822,3006,0
97773,7642,1,563,3618,0
199955,79971,0,980,822,1
41851,55556,1,547,531,0
75937,38192,1,949,2820,0
148559,135453,1,186,166,0
23416,30782,1,881,4926,0
182052,4782,1,759,4331,0
191622,60030,1,51,1055,0
78802,56411,1,487,1254,0
52312,97469,1,530,4286,0
134170,46950,1,395,4007,0
22047,133595,1,91,4708,1
52935,140749,1,650,1531,0
175490,146161,1,815,3528,0
97888,135653,1,356,4042,0
33761,142979,1,731,972,1
53273,136681,1,610,3824,0
170291,50539,0,747,4744,1
159679,22936,1,718,105,0
184408,50182,1,143,1604,0
