profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake,followers_following_ratio
1,0.0,2,0.0,0,98,1,0,582,2372,801,0,2.9576059850374063
1,0.0,2,0.0,0,101,0,0,187,44746,2915,0,15.344993141289438
1,0.0,0,0.0,0,74,0,0,129,1842,2711,0,0.6792035398230089
1,0.2373063480756552,4,0.0,0,90,0,0,15,210,293,0,0.7142857142857143
1,0.0362614285762876,2,0.0,0,21,0,0,389,754,406,0,1.8525798525798525
1,0.0,2,0.0,0,39,0,0,196,1012,112,0,8.955752212389381
1,0.0114161695622827,0,0.0,0,70,0,0,68,1946,2763,0,0.7040520984081042
1,0.0,1,0.0,0,0,0,1,13,31,31,0,0.96875
1,0.0,1,0.0,0,0,0,0,12,339,338,0,1.0
1,0.211069835188635,1,0.0,0,28,0,0,101,809,701,0,1.1524216524216524
1,0.0,2,0.0,0,77,1,0,730,2461,868,0,2.8319907940161104
1,0.0,1,0.0,0,43,0,1,2,270,370,0,0.7277628032345014
1,0.0,2,0.0,0,55,1,0,384,645374,414,0,1555.1180722891565
1,0.0,2,0.0,0,42,0,0,77,1224,314,0,3.8857142857142857
1,0.0,1,0.0,0,0,0,0,71,515,465,0,1.1051502145922747
1,0.0,1,0.0,0,21,0,1,27,166,241,0,0.6859504132231405
1,0.0,7,0.0,0,135,1,0,36,44213,1470,0,30.056424201223656
1,0.0,1,0.1560560538275986,0,73,0,0,206,1949,1012,0,1.9239881539980257
1,0.004686309271923,1,0.0,0,53,0,0,76,564,469,0,1.2
1,0.0,1,0.0,0,8,0,0,69,1112,843,0,1.3175355450236967
1,0.0,2,0.0,0,69,0,0,383,2576,631,0,4.075949367088608
1,0.0,0,0.0,0,20,0,1,24,163,375,0,0.43351063829787234
1,0.0997078967378638,0,0.0,0,0,0,0,10,124,101,0,1.2156862745098038
1,0.2112514877025147,1,0.1344327649016002,0,2,0,0,52,604,431,0,1.3981481481481481
1,0.0,1,0.0,0,27,0,0,39,394,349,0,1.1257142857142857
1,0.0,2,0.0,0,136,0,1,168,546,3354,0,0.16274217585692996
1,0.0,0,0.0,0,65,0,0,68,314,1304,0,0.24061302681992336
1,0.0,2,0.0,0,41,0,0,4,119,288,0,0.4117647058823529
1,0.0,1,0.0,0,16,0,0,12,105,126,0,0.8267716535433071
1,0.1054057307808979,1,0.0,0,0,0,1,6,291,329,0,0.8818181818181818
1,0.1358929095372917,2,0.0,0,87,0,0,59,1539,615,0,2.4983766233766236
1,0.0939487525981367,1,0.0,0,106,0,1,14,163,189,0,0.8578947368421053
1,0.0,2,0.0,0,49,0,0,2617,8593689,161,0,53047.46296296296
1,0.0901147998819395,2,0.0,0,0,0,0,9,35,87,0,0.3977272727272727
1,0.0736438605712125,2,0.0,0,19,0,0,400,6158024,1171,0,5254.286689419795
1,0.0,1,0.0,0,31,0,1,61,115,203,0,0.5637254901960784
1,0.0716691201879596,2,0.0,0,14,0,0,18,415,393,0,1.0532994923857868
1,0.0,1,0.0,0,0,0,0,289,948,579,0,1.6344827586206896
1,0.0300029271348577,2,0.0,0,0,0,0,171,300,207,0,1.4423076923076923
1,0.0,2,0.0,0,18,1,0,457,356404,492,0,722.9290060851927
1,0.0,1,0.0,0,8,0,1,8,307,393,0,0.7791878172588832
1,0.0,1,0.0,0,37,0,0,862,440,859,0,0.5116279069767442
1,0.0,1,0.0,0,75,0,0,217,3182,840,0,3.7835909631391202
1,0.0,1,0.0,0,1,0,1,4,190,183,0,1.0326086956521738
1,0.0,1,0.0,0,0,0,1,134,279,238,0,1.1673640167364017
1,0.0,2,0.0,0,27,0,1,115,495,998,0,0.4954954954954955
1,0.0,2,0.0,0,15,0,0,29,162,271,0,0.5955882352941176
1,0.0,3,0.0,0,64,0,1,28,148,327,0,0.45121951219512196
1,0.0,1,0.0,0,20,0,1,5,22,24,0,0.88
1,0.0,1,0.0,0,41,0,1,170,1275,905,0,1.4072847682119205
1,0.135836155264715,1,0.0,0,35,0,0,61,536,484,0,1.1051546391752578
1,0.0168192251694376,1,0.0,0,135,0,0,46,11205,3672,0,3.0506398039749523
1,0.0,2,0.0,0,66,0,0,224,2612,474,0,5.498947368421053
1,0.0,1,0.0,0,1,1,0,117,392,500,0,0.782435129740519
1,0.0,0,0.0,0,55,0,0,16,571,581,0,0.9810996563573883
1,0.0,11,0.0,0,46,0,1,27,944,1198,0,0.7873227689741451
1,0.06758955284747,2,0.0,0,19,0,0,102,7714,232,0,33.107296137339056
1,0.0155261272159149,0,0.0,0,70,0,0,67,1990,2781,0,0.715312724658519
1,0.1252194090993224,1,0.0,0,45,0,0,237,8793,330,0,26.564954682779454
1,0.0350885117647389,2,0.0,0,37,0,0,163,1208,336,0,3.5845697329376853
1,0.0,1,0.0,0,15,0,0,316,1100,1873,0,0.5869797225186766
1,0.1464838021467213,0,0.0,0,6,0,0,50,970,952,0,1.0178384050367262
1,0.0,2,0.0,0,65,0,0,313,10122,1228,0,8.235964198535395
1,0.0,2,0.0,0,93,1,0,938,25163,5600,0,4.492590608819854
1,0.0,0,0.0,0,83,0,0,157,2704,691,0,3.907514450867052
1,0.0385745933435317,0,0.0,0,8,0,0,58,1084,914,0,1.1846994535519126
1,0.0,4,0.0,0,69,0,0,183,49095,725,0,67.62396694214875
1,0.0,1,0.0,0,52,0,0,70,3586,184,0,19.383783783783784
1,0.0,2,0.0,0,13,0,0,8,131,176,0,0.7401129943502824
1,0.2847505659610961,2,0.0,0,67,0,0,71,396,453,0,0.8722466960352423
1,0.0,1,0.0,0,63,1,0,378,34638,1875,0,18.463752665245202
1,0.0,2,0.0,0,45,1,0,387,33684,1464,0,22.99249146757679
1,0.0,2,0.0,0,52,0,0,763,734,1060,0,0.6918001885014138
1,0.0146011455160853,0,0.0,0,23,0,0,251,1484,668,0,2.218236173393124
1,0.0,2,0.0,0,0,0,0,5,156,118,0,1.3109243697478992
1,0.0,1,0.0,0,28,0,0,167,1216,943,0,1.2881355932203389
1,0.0,1,0.0,0,32,0,0,123,689,995,0,0.6917670682730924
1,0.027950316936723,1,0.0,0,128,0,0,43,11478,4009,0,2.862344139650873
1,0.1169868389552515,2,0.0,0,0,0,0,83,1253,478,0,2.615866388308977
1,0.0203026542561165,2,0.1089258249512091,0,30,0,0,183,7092,705,0,10.045325779036828
1,0.0,2,0.0,0,0,0,0,4,85,56,0,1.4912280701754386
1,0.0,2,0.0,0,0,0,1,18,155,191,0,0.8072916666666666
1,0.0,2,0.0,0,59,0,0,21,218,263,0,0.8257575757575758
1,0.0,1,0.0,0,28,0,0,171,4896,557,0,8.774193548387096
1,0.0,1,0.0,0,23,0,0,65,602,1040,0,0.5782901056676273
1,0.0,2,0.0,0,13,0,0,20,173,247,0,0.6975806451612904
1,0.0742815586950114,1,0.0,0,48,0,1,73,85,166,0,0.5089820359281437
1,0.1938288525015189,2,0.0,0,47,0,0,202,1528,1152,0,1.3252385082393756
1,0.0601034846788168,1,0.0,0,0,0,1,91,1092,667,0,1.6347305389221556
1,0.0425451555431552,1,0.0,0,100,0,0,20,748,344,0,2.1681159420289857
1,0.1421046078144722,0,0.0,0,0,0,0,1,87,26,0,3.2222222222222223
1,0.0,1,0.0,0,9,0,0,10,301,394,0,0.7620253164556962
1,0.0,1,0.0,0,30,0,1,64,130,224,0,0.5777777777777777
1,0.0884262393321294,1,0.0884262393321294,0,0,0,0,632,800,4458,0,0.17941242431038348
1,0.0,2,0.0,0,85,0,0,421,1928,2535,0,0.7602523659305994
1,0.0,1,0.0,0,67,0,0,93,696,1401,0,0.4964336661911555
1,0.0,2,0.0,0,21,0,0,102,3697,539,0,6.8462962962962965
1,0.0,1,0.0,0,26,0,0,15,759,1118,0,0.67828418230563
1,0.1692030517464892,3,0.0,0,60,0,0,7,187,308,0,0.6051779935275081
1,0.0256473401181763,2,0.0,0,57,0,0,46,376,466,0,0.8051391862955032
1,0.0906989418613093,2,0.0,0,0,0,0,80,1296,408,0,3.1687041564792175
1,0.0,2,0.0,0,55,0,0,329,2667,576,0,4.622183708838821
1,0.030511762632404,1,0.0,0,9,0,0,5,110,113,0,0.9649122807017544
1,0.0,1,0.0,0,8,0,0,95,842,509,0,1.6509803921568627
1,0.0,2,0.0,0,64,1,0,80,757,211,0,3.5707547169811322
1,0.0,1,0.0,0,74,0,0,97,719,1421,0,0.5056258790436006
1,0.0,1,0.0,0,20,0,0,99,1187,899,0,1.318888888888889
1,0.0,1,0.0,0,0,0,0,3,331,330,0,1.0
1,0.0,0,0.0,0,31,0,0,177,1307,854,0,1.528654970760234
1,0.0972231142552592,1,0.0540128412529218,0,57,0,0,707,737,1008,0,0.7304261645193261
1,0.0,1,0.0,0,25,0,0,299,4845,696,0,6.951219512195122
1,0.0,1,0.0,0,3,0,0,123,862,521,0,1.6513409961685823
1,0.0,1,0.0,0,18,0,0,19,105,130,0,0.8015267175572519
1,0.0309914068534927,2,0.0,0,23,0,0,314,415,403,0,1.0272277227722773
1,0.0222238144689078,0,0.0,0,20,0,1,113,1037,534,0,1.9383177570093457
1,0.0,1,0.0,0,74,0,1,30,768,394,0,1.9443037974683544
1,0.0,2,0.0093137573677729,0,2,0,0,69,7023,325,0,21.542944785276074
1,0.0,4,0.0,0,0,0,0,73,537,650,0,0.8248847926267281
1,0.0138257505081704,1,0.0,0,0,0,0,8,107,98,0,1.0808080808080809
1,0.1254171325771896,2,0.0,0,21,0,0,33,1242,540,0,2.2957486136783736
1,0.0,2,0.0,0,131,1,0,544,105467,255,0,411.98046875
1,0.2032009253546641,0,0.0,0,0,0,1,14,286,330,0,0.8640483383685801
1,0.0,1,0.0,0,10,0,0,126,670,358,0,1.8662952646239555
1,0.0,1,0.0,0,25,0,0,302,665,975,0,0.6813524590163934
1,0.0,0,0.0,0,93,0,0,89,1027,2259,0,0.45442477876106196
1,0.0,1,0.0,0,43,0,0,238,5189,661,0,7.838368580060423
1,0.0,2,0.0,0,59,0,0,589,10121,1070,0,9.450046685340803
1,0.0,2,0.0,0,0,0,0,8,217,74,0,2.8933333333333335
1,0.0555078502011382,1,0.0,0,50,0,0,465,9400,799,0,11.75
1,0.0,0,0.0,0,1,0,0,7197,876460,26,0,32461.48148148148
1,0.0785948450690582,1,0.0,0,101,0,1,39,120,190,0,0.6282722513089005
1,0.1261950237295977,0,0.0,0,33,0,0,219,1527,2436,0,0.6265900697578991
1,0.0409345109265209,2,0.0,0,15,0,0,282,385,447,0,0.859375
0,0.0,0,0.0,0,31,0,1,57,634,1023,0,0.619140625
1,0.0,2,0.0,0,0,0,0,7,79,60,0,1.2950819672131149
1,0.0,1,0.0,0,0,0,0,23,592,1357,0,0.43593519882179677
1,0.0,1,0.0,0,121,1,0,680,23121,897,0,25.747216035634743
1,0.0,0,0.0,0,17,0,1,130,1010,526,0,1.9165085388994307
1,0.110386129629067,2,0.0,0,12,0,0,53,1266,483,0,2.615702479338843
1,0.0,1,0.0,0,47,0,0,50,625,589,0,1.0593220338983051
1,0.1127346166835288,2,0.0,0,14,0,0,50,1262,492,0,2.559837728194726
1,0.0,1,0.0,0,53,0,0,74,1759,642,0,2.735614307931571
1,0.0,2,0.0,0,1,0,0,43,199,371,0,0.5349462365591398
1,0.0,2,0.0,0,0,0,0,33,203,345,0,0.5867052023121387
1,0.0,2,0.0,0,90,0,0,25,213,267,0,0.7947761194029851
1,0.0,2,0.0,0,64,1,0,432,33941,2417,0,14.036807278742762
1,0.0847139489693785,2,0.0,0,0,0,0,11,164,92,0,1.7634408602150538
1,0.0,1,0.0,0,31,0,0,299,1004,551,0,1.818840579710145
1,0.244099774905956,2,0.0,0,0,0,0,10,171,171,0,0.9941860465116279
1,0.0,2,0.0,0,121,1,0,483,14754,563,0,26.159574468085108
1,0.0783563822773115,2,0.0,0,22,0,0,10,408,396,0,1.0277078085642317
1,0.0,0,0.0,0,76,0,0,60,283,1341,0,0.21087928464977646
1,0.1165696373605921,2,0.0,0,0,0,0,7,100,126,0,0.7874015748031497
1,0.0,2,0.0,0,63,1,0,393,34468,2026,0,17.00444005920079
1,0.0,0,0.0,0,116,1,0,190,2684,582,0,4.60377358490566
1,0.0,2,0.0,0,3,0,0,54,373,361,0,1.0303867403314917
1,0.0,1,0.0,0,1,0,1,32,181,391,0,0.461734693877551
1,0.1555579715284913,2,0.0,0,19,0,1,24,46,84,0,0.5411764705882353
1,0.0,1,0.0,0,4,0,1,4,135,181,0,0.7417582417582418
1,0.0,2,0.0,0,51,0,0,102,3543,345,0,10.239884393063583
1,0.0,2,0.0,0,38,0,0,111,540,696,0,0.7747489239598279
1,0.0,2,0.0,0,66,0,0,35,457,627,0,0.7277070063694268
1,0.0,2,0.0,0,0,0,0,5,207,71,0,2.875
1,0.0281885634963156,2,0.0,0,41,0,0,174,1197,328,0,3.6382978723404253
1,0.0,2,0.0,0,10,1,0,486,30637,1412,0,21.68223637650389
1,0.0,1,0.0,0,46,0,0,9,307,396,0,0.7732997481108312
1,0.0,0,0.0,0,24,0,0,248,1448,696,0,2.077474892395983
1,0.1503864425488189,1,0.0,0,109,0,0,84,11490,237,0,48.27731092436975
1,0.0740793972550613,1,0.0,0,54,0,0,6,102,245,0,0.4146341463414634
1,0.0,2,0.0,0,18,0,0,282,3723,953,0,3.90251572327044
1,0.0,2,0.0,0,9,0,1,20,169,225,0,0.7477876106194691
1,0.0488540484482326,1,0.0,0,0,0,0,7,73,52,0,1.3773584905660377
1,0.0,5,0.0,0,0,0,0,17,536,664,0,0.806015037593985
1,0.0,1,0.0,0,45,0,0,56,1781,539,0,3.2981481481481483
1,0.0273425281748599,1,0.0,0,23,0,1,0,112,449,0,0.24888888888888888
1,0.0,2,0.0,0,58,1,0,174,11303,1081,0,10.446395563770794
1,0.0,1,0.0,0,56,0,0,456,18943,720,0,26.273231622746184
1,0.0,2,0.0,0,96,1,0,153,2437,407,0,5.973039215686274
1,0.0026332061690476,2,0.0,0,0,0,0,158,287,226,0,1.2643171806167401
1,0.0543506660317046,0,0.0,0,0,0,0,401,1146,1929,0,0.5937823834196891
1,0.0,2,0.0,0,94,0,0,144,2446,398,0,6.130325814536341
1,0.0,2,0.0,0,19,0,1,32,114,180,0,0.6298342541436464
1,0.0,1,0.0,0,0,0,0,87,505,501,0,1.0059760956175299
1,0.0,2,0.0,0,20,0,0,73,2571,733,0,3.502724795640327
1,0.0,1,0.0,0,5,0,0,9,107,102,0,1.0388349514563107
1,0.0,1,0.0,0,0,0,0,342,915,557,0,1.6397849462365592
1,0.0320567082405834,2,0.0,0,34,0,0,77,1227,379,0,3.2289473684210526
1,0.0,2,0.0,0,9,0,0,194,664,444,0,1.4921348314606742
1,0.0,1,0.0,0,70,0,0,509,19036,699,0,27.194285714285716
1,0.0,0,0.0,0,34,0,0,84,2591,996,0,2.5987963891675023
1,0.0,1,0.0,0,40,0,0,3918,782123,79,0,9776.5375
1,0.0,2,0.0,0,115,0,0,170,43256,3449,0,12.537971014492754
1,0.0,0,0.0,0,0,1,1,75,335,553,0,0.6046931407942239
0,0.1661377021040153,1,0.0,0,4,0,1,6,258,323,0,0.7962962962962963
1,0.0,1,0.0,0,5,0,1,5,147,173,0,0.8448275862068966
1,0.0,2,0.0,0,128,0,0,26,204,264,0,0.769811320754717
1,0.0,1,0.0,0,82,0,0,556,19121,680,0,28.077826725403817
1,0.0,2,0.0,0,126,0,0,5,228,237,0,0.957983193277311
1,0.0679582806669269,2,0.0,0,5,0,0,282,358,432,0,0.8267898383371824
1,0.0,3,0.0,0,145,1,0,106,40960,3860,0,10.608650608650608
1,0.0559734308606406,0,0.0,0,51,0,0,84,1010,987,0,1.0222672064777327
1,0.0,1,0.0,0,18,0,0,56,434,1249,0,0.3472
1,0.1008603892138629,1,0.0,0,84,0,0,18,755,364,0,2.0684931506849313
1,0.0559608491519654,1,0.0,0,138,0,0,33,831,149,0,5.54
1,0.0,1,0.0,0,5,0,1,6,173,167,0,1.0297619047619047
1,0.0,2,0.0,0,30,0,0,66,726,643,0,1.1273291925465838
1,0.0807831732169031,2,0.0,0,74,0,0,32,367,476,0,0.7693920335429769
1,0.0969055096637488,3,0.0,0,52,0,0,7,245,334,0,0.7313432835820896
1,0.0937217437897581,3,0.0,0,25,1,0,19,750,535,0,1.3992537313432836
1,0.0,0,0.0,0,0,0,1,25,193,410,0,0.46958637469586373
1,0.0,1,0.0,0,64,0,0,41,693,656,0,1.0547945205479452
1,0.0,0,0.0,0,9,0,0,6733,870405,23,0,36266.875
1,0.0,10,0.0,0,46,0,1,33,950,1179,0,0.8050847457627118
1,0.0,2,0.0711617400432717,0,43,1,0,282,7825,591,0,13.217905405405405
1,0.0,2,0.0,0,19,0,0,60,693,647,0,1.0694444444444444
1,0.0,0,0.0,0,19,0,0,8,287,371,0,0.771505376344086
1,0.1570447368749152,2,0.0,0,40,0,0,1415,944,931,0,1.0128755364806867
1,0.0075963126579706,1,0.0,0,108,0,1,55,110,180,0,0.6077348066298343
1,0.0745860038627012,1,0.0,0,0,0,0,28,153,97,0,1.5612244897959184
1,0.0,2,0.0,0,77,0,0,216,5337,623,0,8.552884615384615
1,0.0,1,0.0,0,119,0,0,220,2258,157,0,14.291139240506329
1,0.0,2,0.0,0,17,0,1,55,304,559,0,0.5428571428571428
1,0.0,2,0.0,0,6,0,1,4,129,122,0,1.048780487804878
1,0.0,1,0.0,0,31,0,0,1214,728,1204,0,0.604149377593361
1,0.0,2,0.0,0,41,1,0,210,12917,795,0,16.227386934673365
1,0.0,1,0.0,0,7,0,1,7,164,164,0,0.9939393939393939
1,0.1846448698129911,1,0.0,0,35,0,0,18,1741,569,0,3.0543859649122806
1,0.1993920674446997,4,0.0,0,64,0,0,24,4115,3427,0,1.2004084014002334
1,0.0603696977278873,2,0.0,0,8,0,0,282,365,436,0,0.8352402745995423
1,0.0590317320126874,2,0.0,0,47,0,0,415,350928,112,0,3105.5575221238937
1,0.0241957982631503,2,0.0,0,21,0,0,281,402,456,0,0.8796498905908097
1,0.0,2,0.0,0,25,0,0,10,128,176,0,0.7231638418079096
1,0.0,1,0.0,0,31,0,1,62,117,206,0,0.5652173913043478
1,0.1856948606773719,0,0.0,0,0,0,1,55,266,300,0,0.8837209302325582
1,0.0447021029075738,2,0.0,0,83,0,0,35,961,73,0,12.986486486486486
1,0.0,0,0.0,0,97,0,0,103,831,1679,0,0.49464285714285716
1,0.0,9,0.0,0,122,1,0,48,49540,299,0,165.13333333333333
1,0.0,2,0.0,0,25,0,0,85,509,670,0,0.7585692995529061
1,0.0,0,0.0,0,29,0,0,179,1021,518,0,1.9672447013487475
1,0.0684437954540614,2,0.0,0,13,0,0,18,416,394,0,1.0531645569620254
1,0.0,2,0.0,0,36,0,1,39,1518,1432,0,1.0593161200279135
1,0.1057433910874382,2,0.0,0,0,0,0,14,72,109,0,0.6545454545454545
1,0.0,2,0.0,0,97,0,1,420,752,3549,0,0.21183098591549296
1,0.0449452564635263,1,0.0,0,0,0,0,0,88,43,0,2.0
1,0.0,2,0.0,0,41,0,1,77,263,538,0,0.48794063079777367
1,0.0,2,0.0,0,87,0,1,485,805,3599,0,0.22361111111111112
1,0.000465246043267,1,0.0,0,29,0,0,64,134,232,0,0.575107296137339
1,0.0107048823961105,1,0.0,0,35,0,1,61,97,176,0,0.5480225988700564
1,0.0,1,0.0,0,27,0,1,5,18,19,0,0.9
1,0.0,2,0.0,0,22,0,0,22,396,427,0,0.9252336448598131
1,0.089530473708563,2,0.0,0,48,0,1,77,1309,1197,0,1.0926544240400669
1,0.0,3,0.0,0,0,0,0,96,538,645,0,0.8328173374613003
1,0.0,3,0.0,0,100,0,1,88,110,371,0,0.2956989247311828
1,0.1339114382811082,2,0.0,0,41,0,0,20,398,251,0,1.5793650793650793
1,0.1453814925509328,1,0.0,0,36,0,1,6,1197,629,0,1.9
1,0.1677226433912471,2,0.0,0,0,0,0,88,1170,611,0,1.911764705882353
1,0.0,1,0.0,0,8,0,0,82,353,547,0,0.6441605839416058
1,0.0,2,0.0,0,30,0,0,215,467,315,0,1.4778481012658229
1,0.0,2,0.0,0,14,0,0,140,7411,302,0,24.458745874587457
1,0.0,2,0.0,0,58,0,0,1134,530643,626,0,846.3205741626795
1,0.0030549457093379,2,0.0,0,0,0,0,9,216,75,0,2.8421052631578947
1,0.048621631390137,1,0.0,0,22,0,0,18,710,580,0,1.2220309810671257
1,0.1465598839396619,0,0.0,0,0,0,1,15,148,448,0,0.32962138084632514
1,0.0,0,0.0,0,93,0,0,234,2750,599,0,4.583333333333333
1,0.0,2,0.0,0,13,0,1,78,220,386,0,0.5684754521963824
1,0.2377413634455709,1,0.0,0,22,0,0,49,515,496,0,1.0362173038229376
1,0.0,2,0.0,0,71,0,0,346,1889,2344,0,0.805543710021322
1,0.0720761787378017,1,0.0,0,22,0,0,152,1051,1040,0,1.0096061479346783
1,0.0,1,0.0,0,30,0,0,302,642,710,0,0.9029535864978903
1,0.0,1,0.0,0,33,0,0,92,676,1003,0,0.6733067729083665
1,0.0,3,0.0,0,46,0,0,251,50331,894,0,56.23575418994413
1,0.0,2,0.0,0,11,0,0,354,708,425,0,1.6619718309859155
1,0.0,2,0.0,0,50,0,0,110,177,170,0,1.0350877192982457
1,0.0,1,0.0,0,3,0,0,1,329,335,0,0.9791666666666666
1,0.0,1,0.0,0,133,0,0,73,119,111,0,1.0625
1,0.0,1,0.0,0,3,0,0,27,591,1367,0,0.43201754385964913
1,0.0,8,0.0,0,34,0,0,83,985,1161,0,0.8476764199655766
1,0.0,1,0.0,0,11,0,1,1097,560,1102,0,0.5077062556663645
1,0.0,2,0.0,0,96,1,0,168,2433,422,0,5.75177304964539
1,0.0,2,0.0,0,55,1,0,1159,541051,673,0,802.7462908011869
1,0.2530145776838746,0,0.0,0,50,0,0,42,1004,962,0,1.0425752855659398
1,0.0,2,0.0,0,24,0,0,79,1716,1675,0,1.0238663484486874
1,0.0890101488252934,1,0.0,0,0,0,0,1,69,31,0,2.15625
1,0.0,1,0.0,0,30,0,0,57,128,236,0,0.540084388185654
1,0.0,0,0.0,0,5,0,1,11,171,377,0,0.4523809523809524
1,0.0,1,0.0,0,89,0,0,3,63,111,0,0.5625
1,0.0,2,0.0,0,21,0,0,5649,7805372,9,0,780537.2
1,0.0,1,0.0,0,37,0,0,100,2641,756,0,3.488771466314399
1,0.0,2,0.0,0,21,0,0,235,417,478,0,0.8705636743215032
1,0.0,7,0.0,0,131,1,0,161,69441,247,0,280.0040322580645
1,0.0,1,0.0,0,1,0,0,409,1124,1854,0,0.6059299191374663
1,0.2271407722768569,0,0.0,0,36,0,0,38,989,954,0,1.0356020942408377
1,0.1307522024796199,1,0.0,0,21,0,0,1021,928,545,0,1.6996336996336996
1,0.0,2,0.0,0,149,0,0,117,814,4842,0,0.1680776378277927
1,0.0,1,0.0,0,48,0,0,153,907,107,0,8.398148148148149
1,0.0,2,0.0,0,71,0,0,331,71827,681,0,105.31818181818181
1,0.0,1,0.0,0,57,0,0,8,1246,1194,0,1.0426778242677823
1,0.0,1,0.0,0,53,0,0,300,2155,1097,0,1.9626593806921675
1,0.0,0,0.0,0,1,0,0,89,4258,399,0,10.645
1,0.0,2,0.0,0,94,0,1,992,616,1364,0,0.4512820512820513
1,0.0,2,0.0,0,51,0,0,313,2694,560,0,4.802139037433155
1,0.0,1,0.0,0,17,0,0,593,772,425,0,1.812206572769953
1,0.0,2,0.0,0,64,0,0,1063,502937,510,0,984.2211350293542
1,0.0469566104224298,2,0.0,0,57,0,0,87,1373,477,0,2.8723849372384938
1,0.0854803487115339,2,0.0,0,0,0,0,11,163,93,0,1.7340425531914894
1,0.0,2,0.0,0,62,0,0,48,696,677,0,1.0265486725663717
1,0.0,2,0.0,0,73,0,0,389,50630,776,0,65.16087516087516
1,0.0,2,0.0,0,32,0,0,78,1728,1511,0,1.1428571428571428
1,0.0,1,0.0,0,7,0,0,379,1177,1857,0,0.6334768568353067
1,0.0,1,0.0,0,49,0,0,64,1110,2574,0,0.43106796116504853
0,0.0,1,0.0,0,4,0,0,78,497,1170,0,0.42442356959863364
1,0.0274193261036163,2,0.0,0,24,0,0,358,6524137,505,0,12893.55138339921
1,0.0878354441301273,0,0.0,0,0,0,1,10,305,333,0,0.9131736526946108
1,0.0,1,0.0,0,66,0,0,99,799,154,0,5.15483870967742
1,0.0,2,0.0,0,0,0,1,17,155,190,0,0.8115183246073299
1,0.0,2,0.0,0,118,0,0,29,203,269,0,0.7518518518518519
1,0.0,1,0.0,0,0,0,0,3,35,28,0,1.206896551724138
1,0.1405306868537023,2,0.0,0,42,0,0,18,397,249,0,1.588
1,0.0,1,0.0773064657428901,0,11,0,0,15,454,412,0,1.099273607748184
1,0.0,2,0.0,0,10,0,1,146,264,210,0,1.2511848341232228
1,0.0,2,0.0,0,17,0,1,4,258,355,0,0.7247191011235955
1,0.0,2,0.0,0,48,0,1,21,1366,1300,0,1.0499615680245964
1,0.329282429814801,2,0.0,0,13,1,0,9,781,472,0,1.6511627906976745
1,0.1079687180032029,2,0.0,0,82,0,0,25,363,481,0,0.7531120331950207
0,0.0,0,0.0,0,32,0,1,54,638,1021,0,0.62426614481409
1,0.0,0,0.0,0,8,0,0,10,301,392,0,0.7659033078880407
1,0.0,2,0.0214281610028888,0,98,1,0,207,5729,619,0,9.240322580645161
1,0.0445342651964904,1,0.0,0,7,0,0,6,113,110,0,1.018018018018018
1,0.0955636255621357,3,0.0,0,69,0,1,28,335,512,0,0.6530214424951267
1,0.0,1,0.0,0,116,0,0,40,91,111,0,0.8125
1,0.0,2,0.0,0,3,0,1,9,157,171,0,0.9127906976744186
1,0.2066435707205207,0,0.0,0,40,0,0,56,980,998,0,0.980980980980981
1,0.0,1,0.0,0,21,0,0,56,143,239,0,0.5958333333333333
1,0.078103286916203,1,0.0,0,0,0,0,4,74,43,0,1.6818181818181819
1,0.0,2,0.0,0,104,0,0,184,44455,3020,0,14.715326050976499
1,0.0131949062326278,1,0.0,0,0,0,0,2,41,23,0,1.7083333333333333
1,0.0,1,0.0,0,40,0,0,11,310,361,0,0.856353591160221
1,0.0,3,0.0,0,28,0,0,51,504,682,0,0.7379209370424598
1,0.0837976116721529,2,0.0,0,0,0,1,7,94,127,0,0.734375
1,0.0237936216789566,2,0.0,0,87,0,0,15,420,568,0,0.7381370826010545
1,0.0342222707807255,2,0.0,0,36,0,0,819,789,934,0,0.8438502673796792
1,0.0,2,0.0,0,1,0,0,28,162,216,0,0.7465437788018433
1,0.0333934136739384,4,0.0,0,84,0,0,497,325117,65,0,4926.015151515152
0,0.0,1,0.0,0,7,0,1,9,244,339,0,0.7176470588235294
1,0.173290475144236,1,0.0,0,3,0,0,9,166,163,0,1.0121951219512195
1,0.0897251747547576,0,0.0,0,0,0,0,10,127,103,0,1.2211538461538463
1,0.0,2,0.0,0,44,1,0,566,97099,459,0,211.08478260869566
1,0.0,2,0.0,0,55,0,0,254,2675,503,0,5.307539682539683
1,0.1430077437701367,1,0.0,0,0,0,0,3,284,326,0,0.8685015290519877
1,0.0,1,0.0,0,71,1,0,114,2002,299,0,6.673333333333333
1,0.0,2,0.0,0,122,0,1,13,190,180,0,1.0497237569060773
1,0.0,0,0.0,0,103,0,0,80,1265,2955,0,0.42794316644113667
1,0.0,1,0.0,0,72,0,0,152,2078,348,0,5.954154727793696
1,0.2044850686452135,0,0.0,0,2,0,1,10,124,448,0,0.27616926503340755
1,0.0,0,0.0,0,0,0,1,20,191,410,0,0.46472019464720193
1,0.0,2,0.0,0,0,0,0,371,725,415,0,1.7427884615384615
1,0.0,1,0.0,0,32,0,1,8,112,442,0,0.2528216704288939
1,0.0,2,0.0,0,52,0,0,96,3544,316,0,11.17981072555205
1,0.0,2,0.0155915909442841,0,57,1,0,376,8516,399,0,21.29
